Elementary_School,Elementary_Borough,Elementary_SchoolDigger_Rank,Elementary_Total_Schools,Middle_School,Middle_Borough,Middle_SchoolDigger_Rank,Middle_Total_Schools,Elementary_School_Type,Middle_School_Type,Elementary_Address,Middle_Address,Overlap_Area
P.S. 191 Paul Robeson,Brooklyn,2180.0,2445,New Heights Middle School,Brooklyn,984.0,1504,Elementary,Junior High-Intermediate-Middle,"1600 PARK PLACE, BROOKLYN, NY 11233","790 EAST NEW YORK AVENUE, BROOKLYN, NY 11203",4.1541745017632915e-09
P.S. 033 Timothy Dwight,Bronx,2090.0,2445,I.S. 206 Ann Mersereau,Bronx,1075.0,1504,Elementary,Junior High-Intermediate-Middle,"2424 JEROME AVENUE, BRONX, NY 10468","2280 AQUEDUCT AVENUE, BRONX, NY 10468",1.360132481894607e-08
P.S. 092 Adrian Hegeman,Brooklyn,2095.0,2445,Parkside Preparatory Academy,Brooklyn,1072.0,1504,Elementary,Junior High-Intermediate-Middle,"601 PARKSIDE AVENUE, BROOKLYN, NY 11226","655 Parkside Avenue, Brooklyn, NY 11226",2.499109862827927e-05
P.S. 095 Sheila Mencher,Bronx,1954.0,2445,P.S. 095 Sheila Mencher,Bronx,1219.0,1504,K-8,K-8,"3961 HILLMAN AVENUE, BRONX, NY 10463","3961 HILLMAN AVENUE, BRONX, NY 10463",0.00012237760241335977
P.S. 239,Queens,1935.0,2445,Joseph F. Quinn Intermediate School 77,Queens,1238.0,1504,Elementary,Junior High-Intermediate-Middle,"17-15 WEIRFIELD STREET, QUEENS, NY 11385","976 Seneca Avenue, Queens, NY 11385",2.812844584035233e-05
P.S. 095 Sheila Mencher,Bronx,1954.0,2445,P.S. 095 Sheila Mencher,Bronx,1219.0,1504,K-8,K-8,"3961 HILLMAN AVENUE, BRONX, NY 10463","3961 HILLMAN AVENUE, BRONX, NY 10463",2.6313443184827003e-05
P.S. 095 Sheila Mencher,Bronx,1954.0,2445,P.S. 095 Sheila Mencher,Bronx,1219.0,1504,K-8,K-8,"3961 HILLMAN AVENUE, BRONX, NY 10463","3961 HILLMAN AVENUE, BRONX, NY 10463",2.1288404083946707e-06
P.S. 057 Crescent,Bronx,2355.0,2445,J.H.S. 118 William W. Niles,Bronx,821.0,1504,Elementary,Junior High-Intermediate-Middle,"2111 CROTONA AVENUE, BRONX, NY 10457","577 EAST 179 STREET, BRONX, NY 10457",7.29969549553318e-11
P.S. 057 Crescent,Bronx,2355.0,2445,J.H.S. 118 William W. Niles,Bronx,821.0,1504,Elementary,Junior High-Intermediate-Middle,"2111 CROTONA AVENUE, BRONX, NY 10457","577 EAST 179 STREET, BRONX, NY 10457",5.777090606995585e-13
P.S. 202 Ernest S. Jenkyns,Brooklyn,1728.0,2445,Van Siclen Community Middle School,Brooklyn,1453.0,1504,Elementary,Junior High-Intermediate-Middle,"982 HEGEMAN AVENUE, BROOKLYN, NY 11208","800 VAN SICLEN AVE, BROOKLYN, NY 11207",3.2711624317162494e-05
P.S. 205 Fiorello LaGuardia,Bronx,1955.0,2445,The Angelo Patri Middle School,Bronx,1227.0,1504,Elementary,Junior High-Intermediate-Middle,"2475 Southern Boulevard, Bronx, NY 10458","2190 Folin Street, Bronx, NY 10457",1.6248262728145807e-24
P.S. 199 Frederick Wachtel,Brooklyn,1839.0,2445,Andries Hudde,Brooklyn,1344.0,1504,Elementary,Junior High-Intermediate-Middle,"1100 ELM AVENUE, BROOKLYN, NY 11230","2500 NOSTRAND AVENUE, BROOKLYN, NY 11210",7.068570284699181e-05
P.S. 199 Frederick Wachtel,Brooklyn,1839.0,2445,Andries Hudde,Brooklyn,1344.0,1504,Elementary,Junior High-Intermediate-Middle,"1100 ELM AVENUE, BROOKLYN, NY 11230","2500 NOSTRAND AVENUE, BROOKLYN, NY 11210",4.4973654689847186e-09
P.S. 008 Isaac Varian,Bronx,1843.0,2445,I.S. 254,Bronx,1341.0,1504,Elementary,Junior High-Intermediate-Middle,"3010 BRIGGS AVENUE, BRONX, NY 10458","2452 WASHINGTON AVENUE, BRONX, NY 10458",2.0880196163727895e-06
P.S. 306,Bronx,1950.0,2445,M.S. 390,Bronx,1235.0,1504,Elementary,Junior High-Intermediate-Middle,"40 WEST TREMONT AVENUE, BRONX, NY 10453","1930 ANDREWS AVENUE, BRONX, NY 10453",4.6560469311568555e-12
P.S. 116 Elizabeth L Farrell,Brooklyn,2109.0,2445,I.S. 093 Ridgewood,Queens,1077.0,1504,Elementary,Junior High-Intermediate-Middle,"515 KNICKERBOCKER AVENUE, BROOKLYN, NY 11237","66-56 FOREST AVENUE, QUEENS, NY 11385",4.082987805538526e-06
"PS/MS 20 P.O.George J. Werdann, III",Bronx,2262.0,2445,P.S./M.S. 280 Mosholu Parkway,Bronx,931.0,1504,K-8,K-8,"3050 WEBSTER AVENUE, BRONX, NY 10467","3202 STEUBEN AVENUE, BRONX, NY 10467",3.983785863361104e-14
P.S. 340,Bronx,1975.0,2445,P.S. 095 Sheila Mencher,Bronx,1219.0,1504,Elementary,K-8,"25 WEST 195 STREET, BRONX, NY 10468","3961 HILLMAN AVENUE, BRONX, NY 10463",6.878616663387021e-13
P.S. 340,Bronx,1975.0,2445,P.S. 095 Sheila Mencher,Bronx,1219.0,1504,Elementary,K-8,"25 WEST 195 STREET, BRONX, NY 10468","3961 HILLMAN AVENUE, BRONX, NY 10463",3.683449525725027e-08
P.S. 092 Adrian Hegeman,Brooklyn,2095.0,2445,M.S. 061 Dr. Gladstone H. Atwell,Brooklyn,1104.0,1504,Elementary,Junior High-Intermediate-Middle,"601 PARKSIDE AVENUE, BROOKLYN, NY 11226","400 EMPIRE BOULEVARD, BROOKLYN, NY 11225",1.0756010901122834e-05
P.S. 134 Hollis,Queens,2209.0,2445,I.S. 238 - Susan B. Anthony Academy,Queens,992.0,1504,Elementary,Junior High-Intermediate-Middle,"203-02 109 Avenue, Queens, NY 11412","88-15 182 Street, Queens, NY 11423",6.828158122923461e-07
P.S. 018 John G. Whittier,Staten Island,2294.0,2445,I.S. 027 Anning S. Prall,Staten Island,909.0,1504,Elementary,Junior High-Intermediate-Middle,"221 Broadway, Staten Island, NY 10310","11 Clove Lake Place, Staten Island, NY 10310",9.389251690516485e-05
P.S. 018 John G. Whittier,Staten Island,2294.0,2445,I.S. 051 Edwin Markham,Staten Island,916.0,1504,Elementary,Junior High-Intermediate-Middle,"221 Broadway, Staten Island, NY 10310","80 WILLOWBROOK ROAD, STATEN ISLAND, NY 10302",4.7148589349366375e-09
P.S. 152 Dyckman Valley,Manhattan,1760.0,2445,Harold O. Levy School,Manhattan,1452.0,1504,Elementary,Junior High-Intermediate-Middle,"93 NAGLE AVENUE, MANHATTAN, NY 10040","650 ACADEMY STREET, MANHATTAN, NY 10034",2.8514876823338747e-05
P.S. 036 Saint Albans School,Queens,2221.0,2445,I.S. 238 - Susan B. Anthony Academy,Queens,992.0,1504,Elementary,Junior High-Intermediate-Middle,"187-01 FOCH BOULEVARD, QUEENS, NY 11412","88-15 182 Street, Queens, NY 11423",1.4501324497596332e-12
P.S. 095 Sheila Mencher,Bronx,1954.0,2445,J.H.S. 080 The Mosholu Parkway,Bronx,1261.0,1504,K-8,Junior High-Intermediate-Middle,"3961 HILLMAN AVENUE, BRONX, NY 10463","149 EAST MOSHOLU PKWY N, BRONX, NY 10467",1.0124997189355276e-08
P.S. 183 Dr. Richard R. Green,Queens,2270.0,2445,Waterside School For Leadership,Queens,946.0,1504,K-8,Junior High-Intermediate-Middle,"2-45 BEACH 79 STREET, QUEENS, NY 11693","190 Beach 110 Street, Queens, NY 11694",9.265123137771095e-07
P.S. 019 Marino Jeantet,Queens,2271.0,2445,I.S. 145 Joseph Pulitzer,Queens,947.0,1504,Elementary,Junior High-Intermediate-Middle,"40-10 99 Street, Queens, NY 11368","33-34 80 STREET, QUEENS, NY 11372",1.311456096810026e-07
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 125 Thom J. McCann Woodside,Queens,837.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","46-02 47 AVENUE, QUEENS, NY 11377",8.293021366164665e-12
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 125 Thom J. McCann Woodside,Queens,837.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","46-02 47 AVENUE, QUEENS, NY 11377",3.2225149960515283e-12
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 125 Thom J. McCann Woodside,Queens,837.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","46-02 47 AVENUE, QUEENS, NY 11377",1.6339259274685099e-12
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 125 Thom J. McCann Woodside,Queens,837.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","46-02 47 AVENUE, QUEENS, NY 11377",1.4424090314527374e-12
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 125 Thom J. McCann Woodside,Queens,837.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","46-02 47 AVENUE, QUEENS, NY 11377",1.925263291706812e-14
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 125 Thom J. McCann Woodside,Queens,837.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","46-02 47 AVENUE, QUEENS, NY 11377",1.6935101051224084e-12
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 125 Thom J. McCann Woodside,Queens,837.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","46-02 47 AVENUE, QUEENS, NY 11377",4.019093239534735e-12
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 125 Thom J. McCann Woodside,Queens,837.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","46-02 47 AVENUE, QUEENS, NY 11377",1.7135618842044604e-19
P.S. 111 Seton Falls,Bronx,2243.0,2445,M.S. 180 Dr. Daniel Hale Williams,Bronx,980.0,1504,Elementary,Junior High-Intermediate-Middle,"3740 Baychester Avenue, Bronx, NY 10466","700 BAYCHESTER AVENUE, BRONX, NY 10475",2.7184902334324553e-08
P.S. 070 Max Schoenfeld,Bronx,2189.0,2445,The Bronx School of Young Leaders,Bronx,1035.0,1504,Elementary,Junior High-Intermediate-Middle,"1691 WEEKS AVENUE, BRONX, NY 10457","40 WEST TREMONT AVENUE, BRONX, NY 10453",7.37509675016117e-15
East New York Elementary School of Excellence,Brooklyn,2254.0,2445,J.H.S. 292 Margaret S. Douglas,Brooklyn,973.0,1504,Elementary,Junior High-Intermediate-Middle,"605 SHEPHERD AVENUE, BROOKLYN, NY 11208","301 VERMONT STREET, BROOKLYN, NY 11207",3.001013582185088e-10
P.S. 396,Bronx,1995.0,2445,M.S. 390,Bronx,1235.0,1504,Elementary,Junior High-Intermediate-Middle,"1930 ANDREWS AVENUE, BRONX, NY 10453","1930 ANDREWS AVENUE, BRONX, NY 10453",7.511927899135634e-06
P.S. 057 Hubert H. Humphrey,Staten Island,1979.0,2445,I.S. 49 Berta A. Dreyfus,Staten Island,1256.0,1504,Elementary,Junior High-Intermediate-Middle,"140 Palma Drive, Staten Island, NY 10304","101 WARREN STREET, STATEN ISLAND, NY 10304",0.00014669612101501578
P.S. 340,Bronx,1975.0,2445,J.H.S. 080 The Mosholu Parkway,Bronx,1261.0,1504,Elementary,Junior High-Intermediate-Middle,"25 WEST 195 STREET, BRONX, NY 10468","149 EAST MOSHOLU PKWY N, BRONX, NY 10467",1.1898236963785189e-17
P.S. 274 Kosciusko,Brooklyn,1899.0,2445,J.H.S. 162 The Willoughby,Brooklyn,1352.0,1504,Elementary,Junior High-Intermediate-Middle,"800 Bushwick Avenue, Brooklyn, NY 11221","1390 Willoughby Avenue, Brooklyn, NY 11237",8.743875925720423e-10
P.S. 398 Walter Weaver,Brooklyn,2267.0,2445,New Heights Middle School,Brooklyn,984.0,1504,Elementary,Junior High-Intermediate-Middle,"60 EAST 94 STREET, BROOKLYN, NY 11212","790 EAST NEW YORK AVENUE, BROOKLYN, NY 11203",3.608338272071597e-05
P.S. 213 New Lots,Brooklyn,2281.0,2445,J.H.S. 292 Margaret S. Douglas,Brooklyn,973.0,1504,Elementary,Junior High-Intermediate-Middle,"580 Hegeman Avenue, Brooklyn, NY 11207","301 VERMONT STREET, BROOKLYN, NY 11207",3.4355745915734246e-12
P.S. 288 The Shirley Tanyhill,Brooklyn,2363.0,2445,P.S. K225 - The Eileen E. Zaglin,Brooklyn,894.0,1504,K-8,K-8,"2950 West 25 Street, Brooklyn, NY 11224","1075 OCEAN VIEW AVENUE, BROOKLYN, NY 11235",1.3651752854676322e-07
P.S. /I.S. 384 Frances E. Carter,Brooklyn,2023.0,2445,Joseph F. Quinn Intermediate School 77,Queens,1238.0,1504,K-8,Junior High-Intermediate-Middle,"242 COOPER STREET, BROOKLYN, NY 11207","976 Seneca Avenue, Queens, NY 11385",2.821054104268492e-13
P.S. 143 Louis Armstrong,Queens,2320.0,2445,I.S. 145 Joseph Pulitzer,Queens,947.0,1504,Elementary,Junior High-Intermediate-Middle,"34-55 112 Street, Queens, NY 11368","33-34 80 STREET, QUEENS, NY 11372",3.2408640636965918e-12
P.S. 377 Alejandrina B. De Gautier,Brooklyn,1804.0,2445,J.H.S. 291 Roland Hayes,Brooklyn,1465.0,1504,Elementary,Junior High-Intermediate-Middle,"200 WOODBINE STREET, BROOKLYN, NY 11221","231 PALMETTO STREET, BROOKLYN, NY 11221",2.5425298454449456e-05
P.S. 11 Thomas Dongan School,Staten Island,2015.0,2445,I.S. 49 Berta A. Dreyfus,Staten Island,1256.0,1504,Elementary,Junior High-Intermediate-Middle,"85 Garretson Avenue, Staten Island, NY 10304","101 WARREN STREET, STATEN ISLAND, NY 10304",1.9053602886344706e-12
P.S. 044 Thomas C. Brown,Staten Island,2356.0,2445,I.S. 051 Edwin Markham,Staten Island,916.0,1504,Elementary,Junior High-Intermediate-Middle,"80 MAPLE PARKWAY, STATEN ISLAND, NY 10303","80 WILLOWBROOK ROAD, STATEN ISLAND, NY 10302",0.0005278935967381878
P.S. 329 Surfside,Brooklyn,2379.0,2445,P.S. K225 - The Eileen E. Zaglin,Brooklyn,894.0,1504,Elementary,K-8,"2929 WEST 30 STREET, BROOKLYN, NY 11224","1075 OCEAN VIEW AVENUE, BROOKLYN, NY 11235",1.0568057578403865e-05
P.S. 068 Cambridge,Queens,1811.0,2445,J.H.S. 291 Roland Hayes,Brooklyn,1465.0,1504,Elementary,Junior High-Intermediate-Middle,"59-09 SAINT FELIX AVENUE, QUEENS, NY 11385","231 PALMETTO STREET, BROOKLYN, NY 11221",4.562114266244169e-14
P.S. 020 Port Richmond,Staten Island,2372.0,2445,I.S. 027 Anning S. Prall,Staten Island,909.0,1504,Elementary,Junior High-Intermediate-Middle,"161 PARK AVENUE, STATEN ISLAND, NY 10302","11 Clove Lake Place, Staten Island, NY 10310",8.020383314268333e-07
Elm Tree Elementary School,Queens,2084.0,2445,I.S. 061 Leonardo Da Vinci,Queens,1200.0,1504,Elementary,Junior High-Intermediate-Middle,"50-51 98 Street, Queens, NY 11368","98-50 50 AVENUE, QUEENS, NY 11368",4.677220415468522e-05
The Longwood Academy of Discovery,Bronx,2391.0,2445,M.S. 302 Luisa Dessus Cruz,Bronx,893.0,1504,Elementary,Junior High-Intermediate-Middle,"888 Rev J A Polite Ave, Bronx, NY 10459","681 Kelly Street, Bronx, NY 10455",3.521474931874996e-05
P.S. 086 The Irvington,Brooklyn,2207.0,2445,I.S. 093 Ridgewood,Queens,1077.0,1504,Elementary,Junior High-Intermediate-Middle,"220 IRVING AVENUE, BROOKLYN, NY 11237","66-56 FOREST AVENUE, QUEENS, NY 11385",3.090941320873648e-06
P.S. 086 The Irvington,Brooklyn,2207.0,2445,I.S. 093 Ridgewood,Queens,1077.0,1504,Elementary,Junior High-Intermediate-Middle,"220 IRVING AVENUE, BROOKLYN, NY 11237","66-56 FOREST AVENUE, QUEENS, NY 11385",4.5154918219558827e-13
P.S. 78,Staten Island,2032.0,2445,I.S. 49 Berta A. Dreyfus,Staten Island,1256.0,1504,Elementary,Junior High-Intermediate-Middle,"35 Hill Street, Staten Island, NY 10304","101 WARREN STREET, STATEN ISLAND, NY 10304",0.00014598504609809515
P.S. 020 Port Richmond,Staten Island,2372.0,2445,I.S. 051 Edwin Markham,Staten Island,916.0,1504,Elementary,Junior High-Intermediate-Middle,"161 PARK AVENUE, STATEN ISLAND, NY 10302","80 WILLOWBROOK ROAD, STATEN ISLAND, NY 10302",8.745793268340514e-05
P.S. 224 Hale A. Woodruff,Brooklyn,2017.0,2445,J.H.S. 218 James P. Sinnott,Brooklyn,1271.0,1504,Elementary,Junior High-Intermediate-Middle,"757 Wortman Avenue, Brooklyn, NY 11208","370 Fountain Avenue, Brooklyn, NY 11208",2.374782755392015e-05
P.S. 288 The Shirley Tanyhill,Brooklyn,2363.0,2445,I.S. 303 Herbert S. Eisenberg,Brooklyn,945.0,1504,K-8,Junior High-Intermediate-Middle,"2950 West 25 Street, Brooklyn, NY 11224","501 WEST AVENUE, BROOKLYN, NY 11224",2.726520506180596e-08
P.S. 288 The Shirley Tanyhill,Brooklyn,2363.0,2445,I.S. 303 Herbert S. Eisenberg,Brooklyn,945.0,1504,K-8,Junior High-Intermediate-Middle,"2950 West 25 Street, Brooklyn, NY 11224","501 WEST AVENUE, BROOKLYN, NY 11224",2.479635697492694e-06
P.S. 094 Kings College School,Bronx,2382.0,2445,P.S./M.S. 280 Mosholu Parkway,Bronx,931.0,1504,Elementary,K-8,"3530 KINGS COLLEGE PLACE, BRONX, NY 10467","3202 STEUBEN AVENUE, BRONX, NY 10467",6.124296291150436e-13
The Longwood Academy of Discovery,Bronx,2391.0,2445,Bronx Academy for Multi-Media,Bronx,924.0,1504,Elementary,Junior High-Intermediate-Middle,"888 Rev J A Polite Ave, Bronx, NY 10459","730 BRYANT AVENUE, BRONX, NY 10474",1.3552503585645077e-08
P.S. 340,Bronx,1975.0,2445,I.S. 254,Bronx,1341.0,1504,Elementary,Junior High-Intermediate-Middle,"25 WEST 195 STREET, BRONX, NY 10468","2452 WASHINGTON AVENUE, BRONX, NY 10458",5.711093743947305e-11
P.S. 033 Timothy Dwight,Bronx,2090.0,2445,The Angelo Patri Middle School,Bronx,1227.0,1504,Elementary,Junior High-Intermediate-Middle,"2424 JEROME AVENUE, BRONX, NY 10468","2190 Folin Street, Bronx, NY 10457",7.732244439910946e-10
P.S. 399 Stanley Eugene Clark,Brooklyn,2251.0,2445,Parkside Preparatory Academy,Brooklyn,1072.0,1504,Elementary,Junior High-Intermediate-Middle,"2707 ALBEMARLE ROAD, BROOKLYN, NY 11226","655 Parkside Avenue, Brooklyn, NY 11226",6.437253151109959e-17
P.S. 181 Brooklyn,Brooklyn,2027.0,2445,M.S. 246 Walt Whitman,Brooklyn,1296.0,1504,K-8,Junior High-Intermediate-Middle,"1023 NEW YORK AVENUE, BROOKLYN, NY 11203","72 Veronica Place, Brooklyn, NY 11226",3.2593313305241534e-09
Bedford Park Elementary School,Bronx,2062.0,2445,J.H.S. 080 The Mosholu Parkway,Bronx,1261.0,1504,Elementary,Junior High-Intermediate-Middle,"3177 WEBSTER AVENUE, BRONX, NY 10467","149 EAST MOSHOLU PKWY N, BRONX, NY 10467",1.7085353923896548e-05
P.S. 181 Brooklyn,Brooklyn,2027.0,2445,M.S. 246 Walt Whitman,Brooklyn,1296.0,1504,K-8,Junior High-Intermediate-Middle,"1023 NEW YORK AVENUE, BROOKLYN, NY 11203","72 Veronica Place, Brooklyn, NY 11226",5.258954210653563e-05
P.S. 329 Surfside,Brooklyn,2379.0,2445,I.S. 303 Herbert S. Eisenberg,Brooklyn,945.0,1504,Elementary,Junior High-Intermediate-Middle,"2929 WEST 30 STREET, BROOKLYN, NY 11224","501 WEST AVENUE, BROOKLYN, NY 11224",1.1858000289411779e-07
P.S. 329 Surfside,Brooklyn,2379.0,2445,I.S. 303 Herbert S. Eisenberg,Brooklyn,945.0,1504,Elementary,Junior High-Intermediate-Middle,"2929 WEST 30 STREET, BROOKLYN, NY 11224","501 WEST AVENUE, BROOKLYN, NY 11224",1.7688609487798576e-12
Helen M. Marshall School,Queens,2028.0,2445,MS 419,Queens,1301.0,1504,Elementary,Junior High-Intermediate-Middle,"110-08 NORTHERN BOULEVARD, QUEENS, NY 11368","111-10 Astoria Boulevard, Queens, NY 11369",3.698293688118377e-05
Norma Adams Clemons Academy,Brooklyn,2034.0,2445,M.S. 246 Walt Whitman,Brooklyn,1296.0,1504,Elementary,Junior High-Intermediate-Middle,"43 SNYDER AVENUE, BROOKLYN, NY 11226","72 Veronica Place, Brooklyn, NY 11226",4.394058440137366e-09
Norma Adams Clemons Academy,Brooklyn,2034.0,2445,M.S. 246 Walt Whitman,Brooklyn,1296.0,1504,Elementary,Junior High-Intermediate-Middle,"43 SNYDER AVENUE, BROOKLYN, NY 11226","72 Veronica Place, Brooklyn, NY 11226",3.416812898217066e-05
P.S. 290 Juan Morel Campos,Brooklyn,2092.0,2445,Joseph F. Quinn Intermediate School 77,Queens,1238.0,1504,Elementary,Junior High-Intermediate-Middle,"135 Schenck Avenue, Brooklyn, NY 11207","976 Seneca Avenue, Queens, NY 11385",2.355700421264171e-10
P.S. Q016 The Nancy DeBenedittis School,Queens,2131.0,2445,I.S. 061 Leonardo Da Vinci,Queens,1200.0,1504,Elementary,Junior High-Intermediate-Middle,"41-15 104 STREET, QUEENS, NY 11368","98-50 50 AVENUE, QUEENS, NY 11368",2.0051095044824003e-05
P.S. 127 Aerospace Science Magnet School,Queens,2043.0,2445,MS 419,Queens,1301.0,1504,K-8,Junior High-Intermediate-Middle,"98-01 25 AVENUE, QUEENS, NY 11369","111-10 Astoria Boulevard, Queens, NY 11369",2.6860037282177877e-12
P.S. 116 Elizabeth L Farrell,Brooklyn,2109.0,2445,Joseph F. Quinn Intermediate School 77,Queens,1238.0,1504,Elementary,Junior High-Intermediate-Middle,"515 KNICKERBOCKER AVENUE, BROOKLYN, NY 11237","976 Seneca Avenue, Queens, NY 11385",3.463188629620831e-14
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 204 Oliver W. Holmes,Queens,969.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","36-41 28 STREET, QUEENS, NY 11106",6.370059006798439e-16
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 204 Oliver W. Holmes,Queens,969.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","36-41 28 STREET, QUEENS, NY 11106",1.1988576407844659e-14
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 204 Oliver W. Holmes,Queens,969.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","36-41 28 STREET, QUEENS, NY 11106",1.0325863816002615e-07
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 204 Oliver W. Holmes,Queens,969.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","36-41 28 STREET, QUEENS, NY 11106",6.81981340010999e-05
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 204 Oliver W. Holmes,Queens,969.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","36-41 28 STREET, QUEENS, NY 11106",2.2754415562729174e-09
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 204 Oliver W. Holmes,Queens,969.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","36-41 28 STREET, QUEENS, NY 11106",1.5061025117260687e-13
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 204 Oliver W. Holmes,Queens,969.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","36-41 28 STREET, QUEENS, NY 11106",2.9370906718239786e-17
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 204 Oliver W. Holmes,Queens,969.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","36-41 28 STREET, QUEENS, NY 11106",2.2160526918132114e-11
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 204 Oliver W. Holmes,Queens,969.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","36-41 28 STREET, QUEENS, NY 11106",1.7527986869063182e-09
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 204 Oliver W. Holmes,Queens,969.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","36-41 28 STREET, QUEENS, NY 11106",1.5198218982286854e-14
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 204 Oliver W. Holmes,Queens,969.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","36-41 28 STREET, QUEENS, NY 11106",1.4018303880011633e-12
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 204 Oliver W. Holmes,Queens,969.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","36-41 28 STREET, QUEENS, NY 11106",3.699299817570279e-13
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 204 Oliver W. Holmes,Queens,969.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","36-41 28 STREET, QUEENS, NY 11106",1.2606121336920659e-09
P.S. 111 Jacob Blackwell,Queens,2385.0,2445,I.S. 204 Oliver W. Holmes,Queens,969.0,1504,K-8,Junior High-Intermediate-Middle,"37-15 13 STREET, QUEENS, NY 11101","36-41 28 STREET, QUEENS, NY 11106",1.1445507592401538e-10
P.S. 150 Charles James Fox,Bronx,1947.0,2445,M.S. 301 Paul L. Dunbar,Bronx,1412.0,1504,Elementary,Junior High-Intermediate-Middle,"920 EAST 167 STREET, BRONX, NY 10459","890 CAULDWELL AVENUE, BRONX, NY 10456",1.7912811312355923e-11
P.S. 329 Surfside,Brooklyn,2379.0,2445,P.S. 099 Isaac Asimov,Brooklyn,981.0,1504,Elementary,K-8,"2929 WEST 30 STREET, BROOKLYN, NY 11224","1120 EAST 10 STREET, BROOKLYN, NY 11230",1.62760257602437e-06
