ATS System Code,Location Name,Location Category Description,Borough,Full Address,Zoned Elementary,Zoned Middle,Zoned High
14K582,M.S. 582,Junior High-Intermediate-Middle,Brooklyn,"207 Bushwick Avenue, Brooklyn, NY 11206",No,No,No
14K586,Lyons Community School,Secondary School,Brooklyn,"223 Graham Avenue, Brooklyn, NY 11206",No,No,No
14K610,A-Tech High School,High school,Brooklyn,"50 BEDFORD AVENUE, BROOKLYN, NY 11222",No,No,No
14K614,Young Women's Leadership School of Brooklyn,Secondary School,Brooklyn,"325 Bushwick Avenue, Brooklyn, NY 11206",No,No,No
14K685,El Puente Academy for Peace and Justice,High school,Brooklyn,"250 Hooper Street, Brooklyn, NY 11211",No,No,No
15K051,M.S. 51 William Alexander,Junior High-Intermediate-Middle,Brooklyn,"288 4 Street, Brooklyn, NY 11215",No,No,No
15K088,J.H.S. 088 Peter Rouget,Junior High-Intermediate-Middle,Brooklyn,"544 7 Avenue, Brooklyn, NY 11215",No,No,No
15K136,I.S. 136 Charles O. Dewey,Junior High-Intermediate-Middle,Brooklyn,"4004 4 AVENUE, BROOKLYN, NY 11232",No,No,No
15K146,"The Brooklyn New School, P.S. 146",Elementary,Brooklyn,"610 HENRY STREET, BROOKLYN, NY 11231",No,No,No
15K423,Brooklyn Frontiers High School,High school,Brooklyn,"112 Schermerhorn Street, Brooklyn, NY 11201",No,No,No
15K428,Global Innovators Academy,Junior High-Intermediate-Middle,Brooklyn,"4222 4 Avenue, Brooklyn, NY 11232",No,No,No
15K429,Digital Arts and Cinema Technology High School,High school,Brooklyn,"284 Baltic Street, Brooklyn, NY 11201",No,No,No
15K442,M.S. 442 Carroll Gardens School for Innovation,Junior High-Intermediate-Middle,Brooklyn,"500 19 STREET, BROOKLYN, NY 11215",No,No,No
15K443,New Voices School of Academic & Creative Arts,Junior High-Intermediate-Middle,Brooklyn,"330 18 STREET, BROOKLYN, NY 11215",No,No,No
15K447,The Exploratory School,Junior High-Intermediate-Middle,Brooklyn,"345 DEAN STREET, BROOKLYN, NY 11217",No,No,No
15K448,Brooklyn Collaborative Studies,Secondary School,Brooklyn,"610 HENRY STREET, BROOKLYN, NY 11231",No,No,No
15K456,The Elizabeth Jennings School for Bold Explorers,Elementary,Brooklyn,"485 State Street, Brooklyn, NY 11217",No,No,No
15K462,John Jay School for Law,High school,Brooklyn,"237 7 AVENUE, BROOKLYN, NY 11215",No,No,No
15K463,Cyberarts Studio Academy,High school,Brooklyn,"237 7 AVENUE, BROOKLYN, NY 11215",No,No,No
15K464,Park Slope Collegiate,Secondary School,Brooklyn,"237 7 AVENUE, BROOKLYN, NY 11215",No,No,No
15K497,The Boerum Hill School for International Studies,Secondary School,Brooklyn,"284 Baltic Street, Brooklyn, NY 11201",No,No,No
15K519,Cobble Hill School of American Studies,High school,Brooklyn,"347 Baltic Street, Brooklyn, NY 11201",No,No,No
15K529,West Brooklyn Community High School,High school,Brooklyn,"1053 41 Street, Brooklyn, NY 11219",No,No,No
15K592,Khalil Gibran International Academy,High school,Brooklyn,"382 Schermerhorn Street, Brooklyn, NY 11217",No,No,No
15K656,Brooklyn High School of the Arts,High school,Brooklyn,"345 DEAN STREET, BROOKLYN, NY 11217",No,No,No
15K667,Sunset Park High School,High school,Brooklyn,"153 35 Street, Brooklyn, NY 11232",No,No,No
15K676,Red Hook Neighborhood School,K-8,Brooklyn,"27 HUNTINGTON STREET, BROOKLYN, NY 11231",No,No,No
15K684,Millennium Brooklyn HS,High school,Brooklyn,"237 7 AVENUE, BROOKLYN, NY 11215",No,No,No
15K698,South Brooklyn Community High School,High school,Brooklyn,"173 Conover Street, Brooklyn, NY 11231",No,No,No
15K767,The Little Brooklyn Pre-K Center,District Pre-K Center,Brooklyn,"173-177 25 Street, Brooklyn, NY 11232",No,No,No
15K821,Sunset Park Prep,Junior High-Intermediate-Middle,Brooklyn,"4004 4 AVENUE, BROOKLYN, NY 11232",No,No,No
15K839,M.S. 839,Junior High-Intermediate-Middle,Brooklyn,"713 CATON AVENUE, BROOKLYN, NY 11218",No,No,No
15K863,Pre-K Center at Bishop Ford School Site,District Pre-K Center,Brooklyn,"500 19 STREET, BROOKLYN, NY 11215",No,No,No
15K896,The School of Creativity and Innovation,Elementary,Brooklyn,"736 48 Street, Brooklyn, NY 11220",No,No,No
15K958,P.S. 958,Elementary,Brooklyn,"836-841 5 Avenue, Brooklyn, NY 11232",No,No,No
16K035,M.S. 035 Stephen Decatur,Junior High-Intermediate-Middle,Brooklyn,"272 Macdonough Street, Brooklyn, NY 11233",No,No,No
16K057,Whitelaw Reid Academy of Arts and Business,Junior High-Intermediate-Middle,Brooklyn,"125 STUYVESANT AVENUE, BROOKLYN, NY 11221",No,No,No
16K267,"M.S. 267 Math, Science & Technology",Junior High-Intermediate-Middle,Brooklyn,"800 GATES AVENUE, BROOKLYN, NY 11221",No,No,No
16K498,Brooklyn High School for Law and Technology,High school,Brooklyn,"1396 BROADWAY, BROOKLYN, NY 11221",No,No,No
16K628,Brooklyn Brownstone School,Elementary,Brooklyn,"272 Macdonough Street, Brooklyn, NY 11233",No,No,No
16K669,Research and Service High School,High school,Brooklyn,"1700 FULTON STREET, BROOKLYN, NY 11213",No,No,No
16K681,Madiba Prep Middle School,Junior High-Intermediate-Middle,Brooklyn,"1014 LAFAYETTE AVENUE, BROOKLYN, NY 11221",No,No,No
16K688,The Brooklyn Academy of Global Finance,High school,Brooklyn,"125 STUYVESANT AVENUE, BROOKLYN, NY 11221",No,No,No
16K765,Nelson Mandela High School,High school,Brooklyn,"1700 FULTON STREET, BROOKLYN, NY 11213",No,No,No
16K898,The Brooklyn Green School,Junior High-Intermediate-Middle,Brooklyn,"130 Rochester Avenue, Brooklyn, NY 11213",No,No,No
17K122,Pathways in Technology Early College High School (P-Tech),High school,Brooklyn,"150 ALBANY AVENUE, BROOKLYN, NY 11213",No,No,No
17K340,I.S. 340,Junior High-Intermediate-Middle,Brooklyn,"227 Sterling Place, Brooklyn, NY 11238",No,No,No
17K382,Academy for College Preparation and Career Exploration: A College Board School,Secondary School,Brooklyn,"911 FLATBUSH AVENUE, BROOKLYN, NY 11226",No,No,No
17K394,M.S. K394,K-8,Brooklyn,"188 ROCHESTER AVENUE, BROOKLYN, NY 11213",No,No,No
17K408,Academy of Hospitality and Tourism,High school,Brooklyn,"911 FLATBUSH AVENUE, BROOKLYN, NY 11226",No,No,No
17K484,Ronald Edmonds Learning Center II,Junior High-Intermediate-Middle,Brooklyn,"430 HOWARD AVENUE, BROOKLYN, NY 11233",No,No,No
17K524,International High School at Prospect Heights,High school,Brooklyn,"883 CLASSON AVENUE, BROOKLYN, NY 11225",No,No,No
17K528,The High School for Global Citizenship,High school,Brooklyn,"883 CLASSON AVENUE, BROOKLYN, NY 11225",No,No,No
17K537,High School for Youth and Community Development at Erasmus,High school,Brooklyn,"911 FLATBUSH AVENUE, BROOKLYN, NY 11226",No,No,No
17K539,High School for Service & Learning at Erasmus,High school,Brooklyn,"911 FLATBUSH AVENUE, BROOKLYN, NY 11226",No,No,No
17K543,"Science, Technology and Research Early College High School at Erasmus",Secondary School,Brooklyn,"911 FLATBUSH AVENUE, BROOKLYN, NY 11226",No,No,No
17K546,High School for Public Service: Heroes of Tomorrow,High school,Brooklyn,"600 KINGSTON AVENUE, BROOKLYN, NY 11203",No,No,No
17K547,Brooklyn Academy of Science and the Environment,High school,Brooklyn,"883 CLASSON AVENUE, BROOKLYN, NY 11225",No,No,No
17K548,Brooklyn School for Music & Theatre,High school,Brooklyn,"883 CLASSON AVENUE, BROOKLYN, NY 11225",No,No,No
17K568,Brownsville Academy High School,High school,Brooklyn,"1150 East New York Avenue, Brooklyn, NY 11212",No,No,No
17K590,Medgar Evers College Preparatory School,Secondary School,Brooklyn,"1186 Carroll Street, Brooklyn, NY 11225",No,No,No
17K600,Clara Barton High School,High school,Brooklyn,"901 CLASSON AVENUE, BROOKLYN, NY 11225",No,No,No
17K646,Aspirations Diploma Plus High School,High school,Brooklyn,"1150 East New York Avenue, Brooklyn, NY 11212",No,No,No
17K745,Brooklyn Institute for Liberal Arts,High school,Brooklyn,"600 KINGSTON AVENUE, BROOKLYN, NY 11203",No,No,No
17K751,Academy for Health Careers,High school,Brooklyn,"150 ALBANY AVENUE, BROOKLYN, NY 11213",No,No,No
17K770,P.S. 770 New American Academy,Elementary,Brooklyn,"60 EAST 94 STREET, BROOKLYN, NY 11212",No,No,No
17K969,Central Brooklyn Literacy Academy (CBLA),K-8,Brooklyn,"188 ROCHESTER AVENUE, BROOKLYN, NY 11213",No,No,No
18K066,P.S. 66,K-8,Brooklyn,"845 EAST 96 STREET, BROOKLYN, NY 11236",No,No,No
18K366,The Science And Medicine Middle School,Junior High-Intermediate-Middle,Brooklyn,"965 East 107 Street, Brooklyn, NY 11236",No,No,No
18K563,It Takes a Village Academy,High school,Brooklyn,"5800 TILDEN AVENUE, BROOKLYN, NY 11203",No,No,No
18K566,Brooklyn Community High School for Excellence and Equity,High school,Brooklyn,"6565 FLATLANDS AVENUE, BROOKLYN, NY 11236",No,No,No
18K567,Brooklyn Theatre Arts High School,High school,Brooklyn,"6565 FLATLANDS AVENUE, BROOKLYN, NY 11236",No,No,No
18K569,Kurt Hahn Expeditionary Learning School,High school,Brooklyn,"5800 TILDEN AVENUE, BROOKLYN, NY 11203",No,No,No
18K576,Victory Collegiate High School,High school,Brooklyn,"6565 FLATLANDS AVENUE, BROOKLYN, NY 11236",No,No,No
18K578,Brooklyn Bridge Academy,High school,Brooklyn,"6565 FLATLANDS AVENUE, BROOKLYN, NY 11236",No,No,No
18K617,High School for Innovation in Advertising and Media,High school,Brooklyn,"1600 ROCKAWAY PARKWAY, BROOKLYN, NY 11236",No,No,No
18K629,Cultural Academy for the Arts and Sciences,High school,Brooklyn,"5800 TILDEN AVENUE, BROOKLYN, NY 11203",No,No,No
18K633,High School for Medical Professions,High school,Brooklyn,"1600 ROCKAWAY PARKWAY, BROOKLYN, NY 11236",No,No,No
18K635,Olympus Academy,High school,Brooklyn,"755 East 100 Street, Brooklyn, NY 11236",No,No,No
18K637,Academy for Conservation and the Environment,High school,Brooklyn,"6565 FLATLANDS AVENUE, BROOKLYN, NY 11236",No,No,No
18K642,Urban Action Academy,High school,Brooklyn,"1600 ROCKAWAY PARKWAY, BROOKLYN, NY 11236",No,No,No
18K673,East Brooklyn Community High School,High school,Brooklyn,"9517 KINGS HIGHWAY, BROOKLYN, NY 11212",No,No,No
18K763,Brooklyn Science and Engineering Academy,Junior High-Intermediate-Middle,Brooklyn,"5404 TILDEN AVENUE, BROOKLYN, NY 11203",No,No,No
18K961,Lenox Academy M. S. 961,Junior High-Intermediate-Middle,Brooklyn,"10001 Flatlands Avenue, Brooklyn, NY 11236",No,No,No
19K089,P.S. 089 Cypress Hills,K-8,Brooklyn,"265 WARWICK STREET, BROOKLYN, NY 11207",No,No,No
19K171,I.S. 171 Abraham Lincoln,Junior High-Intermediate-Middle,Brooklyn,"528 RIDGEWOOD AVENUE, BROOKLYN, NY 11208",No,No,No
19K404,Academy for Young Writers,Secondary School,Brooklyn,"1065 Elton Street, Brooklyn, NY 11239",No,No,No
19K409,East New York Family Academy,Secondary School,Brooklyn,"760 Van Siclen Avenue, Brooklyn, NY 11207",No,No,No
19K422,Spring Creek Community School,Secondary School,Brooklyn,"1065 Elton Street, Brooklyn, NY 11239",No,No,No
19K452,Frederick Douglass Academy VIII Middle School,Junior High-Intermediate-Middle,Brooklyn,"1400 PENNSYLVANIA AVENUE, BROOKLYN, NY 11239",No,No,No
19K502,FDNY - Captain Vernon A. Richard High School for Fire and Life Safety,High school,Brooklyn,"400 PENNSYLVANIA AVENUE, BROOKLYN, NY 11207",No,No,No
19K507,Performing Arts and Technology High School,High school,Brooklyn,"400 PENNSYLVANIA AVENUE, BROOKLYN, NY 11207",No,No,No
19K510,World Academy for Total Community Health High School,High school,Brooklyn,"400 PENNSYLVANIA AVENUE, BROOKLYN, NY 11207",No,No,No
19K583,Multicultural High School,High school,Brooklyn,"999 JAMAICA AVENUE, BROOKLYN, NY 11208",No,No,No
19K615,Transit Tech Career and Technical Education High School,High school,Brooklyn,"1 WELLS STREET, BROOKLYN, NY 11208",No,No,No
19K618,Academy of Innovative Technology,High school,Brooklyn,"999 JAMAICA AVENUE, BROOKLYN, NY 11208",No,No,No
19K639,Brooklyn Lab School,High school,Brooklyn,"999 JAMAICA AVENUE, BROOKLYN, NY 11208",No,No,No
19K659,Cypress Hills Collegiate Preparatory School,High school,Brooklyn,"999 JAMAICA AVENUE, BROOKLYN, NY 11208",No,No,No
19K660,W. H. Maxwell Career and Technical Education High School,High school,Brooklyn,"145 Pennsylvania Avenue, Brooklyn, NY 11207",No,No,No
19K661,Vista Academy,Junior High-Intermediate-Middle,Brooklyn,"350 LINWOOD STREET, BROOKLYN, NY 11208",No,No,No
19K662,Liberty Avenue Middle School,Junior High-Intermediate-Middle,Brooklyn,"350 LINWOOD STREET, BROOKLYN, NY 11208",No,No,No
19K663,School of the Future Brooklyn,Junior High-Intermediate-Middle,Brooklyn,"574 DUMONT AVENUE, BROOKLYN, NY 11207",No,No,No
19K678,East New York Middle School of Excellence,Junior High-Intermediate-Middle,Brooklyn,"605 SHEPHERD AVENUE, BROOKLYN, NY 11208",No,No,No
19K683,School for Classics High School,High school,Brooklyn,"370 Fountain Avenue, Brooklyn, NY 11208",No,No,No
19K760,Highland Park Community School,Junior High-Intermediate-Middle,Brooklyn,"528 RIDGEWOOD AVENUE, BROOKLYN, NY 11208",No,No,No
19K764,The Urban Assembly School for Collaborative Healthcare,High school,Brooklyn,"999 JAMAICA AVENUE, BROOKLYN, NY 11208",No,No,No
19K907,Legacy School of the Arts,Junior High-Intermediate-Middle,Brooklyn,"590 SHEFFIELD AVENUE, BROOKLYN, NY 11207",No,No,No
19K938,P.S. 938,Elementary,Brooklyn,"76 Dinsmore Place, Brooklyn, NY 11208",No,No,No
19K953,The East New York Arts and Civics High School,High school,Brooklyn,"800 VAN SICLEN AVE, BROOKLYN, NY 11207",No,No,No
19K965,Bard High School Early College Brooklyn,High school,Brooklyn,"301 VERMONT STREET, BROOKLYN, NY 11207",No,No,No
20K187,The Christa McAuliffe School\I.S. 187,Junior High-Intermediate-Middle,Brooklyn,"1171 65 STREET, BROOKLYN, NY 11219",No,No,No
20K331,The Detective WenJian Liu School of Civics and Entrepreneurship,Elementary,Brooklyn,"6312 13 Avenue, Brooklyn, NY 11219",No,No,No
20K407,"School of Technology, Arts, and Research",Junior High-Intermediate-Middle,Brooklyn,"650 86 Street, Brooklyn, NY 11228",No,No,No
20K413,Joanne Seminara School of Law and Medicine,Elementary,Brookln,"280 Senator Street, Brookln, NY 11220",No,No,No
20K485,High School of Telecommunication Arts and Technology,High school,Brooklyn,"350 67 STREET, BROOKLYN, NY 11220",No,No,No
20K609,Urban Assembly School for Leadership and Empowerment,Secondary School,Brooklyn,"4200 16 Avenue, Brooklyn, NY 11204",No,No,No
20K686,Brooklyn School of Inquiry,K-8,Brooklyn,"50 AVENUE P, BROOKLYN, NY 11204",No,No,No
20K768,District 20 Pre-K Center,District Pre-K Center,Brooklyn,"8501 5 Avenue, Brooklyn, NY 11209",No,No,No
20K936,MS 936 Arts Off 3rd,Junior High-Intermediate-Middle,Brooklyn,"270 59 Street, Brooklyn, NY 11220",No,No,No
20K939,Sunset School of Cultural Learning,Elementary,Brooklyn,"270 59 Street, Brooklyn, NY 11220",No,No,No
21K098,I.S. 98 Bay Academy,Junior High-Intermediate-Middle,Brooklyn,"1401 Emmons Avenue, Brooklyn, NY 11235",No,No,No
21K239,Mark Twain I.S. 239 for the Gifted & Talented,Junior High-Intermediate-Middle,Brooklyn,"2401 Neptune Avenue, Brooklyn, NY 11224",No,No,No
21K337,International High School at Lafayette,High school,Brooklyn,"2630 BENSON AVENUE, BROOKLYN, NY 11214",No,No,No
21K344,Rachel Carson High School for Coastal Studies,High school,Brooklyn,"521 WEST AVENUE, BROOKLYN, NY 11224",No,No,No
21K348,High School of Sports Management,High school,Brooklyn,"2630 BENSON AVENUE, BROOKLYN, NY 11214",No,No,No
21K468,Kingsborough Early College School,Secondary School,Brooklyn,"2630 BENSON AVENUE, BROOKLYN, NY 11214",No,No,No
21K525,Edward R. Murrow High School,High school,Brooklyn,"1600 AVENUE L, BROOKLYN, NY 11230",No,No,No
21K540,John Dewey High School,High school,Brooklyn,"50 Avenue X, Brooklyn, NY 11223",No,No,No
21K559,Life Academy High School for Business and Technology,High school,Brooklyn,"2630 BENSON AVENUE, BROOKLYN, NY 11214",No,No,No
21K572,Leaders High School,High school,Brooklyn,"2630 BENSON AVENUE, BROOKLYN, NY 11214",No,No,No
21K620,William E. Grady Career and Technical Education High School,High school,Brooklyn,"25 Brighton 4 Road, Brooklyn, NY 11235",No,No,No
21K690,Brooklyn Studio Secondary School,Secondary School,Brooklyn,"8310 21 Avenue, Brooklyn, NY 11214",No,No,No
21K728,Liberation Diploma Plus,High school,Brooklyn,"2865 West 19 Street, Brooklyn, NY 11224",No,No,No
21K840,Brooklyn's Daily Discovery Pre-K Center,District Pre-K Center,Brooklyn,"2202 60 Street, Brooklyn, NY 11204",No,No,No
21K968,Middle School of Innovation,Junior High-Intermediate-Middle,Brooklyn,"2202 60 Street, Brooklyn, NY 11204",No,No,No
22K119,P.S. 119 Amersfort,Elementary,Brooklyn,"3829 AVENUE K, BROOKLYN, NY 11210",No,No,No
22K152,School of Science & Technology,Elementary,Brooklyn,"725 EAST 23 STREET, BROOKLYN, NY 11210",No,No,No
22K315,P.S. K315,Elementary,Brooklyn,"2310 GLENWOOD ROAD, BROOKLYN, NY 11210",No,No,No
22K326,P.S. 326,Early Childhood,Brooklyn,"1800 Utica Avenue, Brooklyn, NY 11234",No,No,No
22K381,I. S. 381,Junior High-Intermediate-Middle,Brooklyn,"2500 NOSTRAND AVENUE, BROOKLYN, NY 11210",No,No,No
22K405,Midwood High School,High school,Brooklyn,"2839 BEDFORD AVENUE, BROOKLYN, NY 11210",No,No,No
22K535,Leon M. Goldstein High School for the Sciences,High school,Brooklyn,"1830 SHORE BOULEVARD, BROOKLYN, NY 11235",No,No,No
22K555,Brooklyn College Academy,High school,Brooklyn,"350 CONEY ISLAND AVENUE, BROOKLYN, NY 11218",No,No,No
22K611,Origins High School,High school,Brooklyn,"3000 AVENUE X, BROOKLYN, NY 11235",No,No,No
22K630,Professional Pathways High School,High school,Brooklyn,"3000 AVENUE X, BROOKLYN, NY 11235",No,No,No
22K853,The Joan Snow Pre-K Center,District Pre-K Center,Brooklyn,"1139 Coney Island Avenue, Brooklyn, NY 11230",No,No,No
22K890,M.S. 890,Junior High-Intermediate-Middle,Brooklyn,"21 HINCKLEY PLACE, BROOKLYN, NY 11218",No,No,No
23K041,P.S. 041 Francis White,Elementary,Brooklyn,"411 Thatford Avenue, Brooklyn, NY 11212",No,No,No
23K137,P.S. 137 Rachel Jean Mitchell,Elementary,Brooklyn,"121 SARATOGA AVENUE, BROOKLYN, NY 11233",No,No,No
23K150,P.S. 150 Christopher,Elementary,Brooklyn,"364 Sackman Street, Brooklyn, NY 11212",No,No,No
23K155,P.S./ I.S. 155 Nicholas Herkimer,K-8,Brooklyn,"1355 HERKIMER STREET, BROOKLYN, NY 11233",No,No,No
23K156,P.S. 156 Waverly,Elementary,Brooklyn,"104 SUTTER AVENUE, BROOKLYN, NY 11212",No,No,No
23K165,P.S. 165 Ida Posner,Elementary,Brooklyn,"76 Lott Avenue, Brooklyn, NY 11212",No,No,No
23K178,P.S. 178 Saint Clair Mckelway,K-8,Brooklyn,"2163 DEAN STREET, BROOKLYN, NY 11233",No,No,No
23K184,P.S. 184 Newport,K-8,Brooklyn,"273 Newport Street, Brooklyn, NY 11212",No,No,No
23K284,"The Gregory Jocko Jackson School of Sports, Art, and Technology",Elementary,Brooklyn,"213 Osborn Street, Brooklyn, NY 11212",No,No,No
23K298,P.S. 298 Dr. Betty Shabazz,Elementary,Brooklyn,"85 WATKINS STREET, BROOKLYN, NY 11212",No,No,No
23K323,P.S./I.S. 323,Elementary,Brooklyn,"210 CHESTER STREET, BROOKLYN, NY 11212",No,No,No
23K327,P.S. 327 Dr. Rose B. English,Elementary,Brooklyn,"111 BRISTOL STREET, BROOKLYN, NY 11212",No,No,No
23K363,Brownsville Collaborative Middle School,Junior High-Intermediate-Middle,Brooklyn,"85 WATKINS STREET, BROOKLYN, NY 11212",No,No,No
23K392,I.S. 392,Junior High-Intermediate-Middle,Brooklyn,"104 SUTTER AVENUE, BROOKLYN, NY 11212",No,No,No
23K401,Christopher Avenue Community School,Elementary,Brooklyn,"51 CHRISTOPHER AVENUE, BROOKLYN, NY 11212",No,No,No
23K446,Riverdale Avenue Community School,Elementary,Brooklyn,"76 Riverdale Avenue, Brooklyn, NY 11212",No,No,No
23K493,Brooklyn Collegiate: A College Board School,High school,Brooklyn,"2021 BERGEN STREET, BROOKLYN, NY 11233",No,No,No
23K514,Frederick Douglass Academy VII High School,High school,Brooklyn,"226 BRISTOL STREET, BROOKLYN, NY 11212",No,No,No
23K518,Kappa V (Knowledge and Power Preparatory Academy),Junior High-Intermediate-Middle,Brooklyn,"985 ROCKAWAY AVENUE, BROOKLYN, NY 11212",No,No,No
23K522,Mott Hall IV,Junior High-Intermediate-Middle,Brooklyn,"411 Thatford Avenue, Brooklyn, NY 11212",No,No,No
23K599,Brooklyn Landmark Elementary School,Elementary,Brooklyn,"251 Macdougal Street, Brooklyn, NY 11233",No,No,No
23K643,Brooklyn Democracy Academy,High school,Brooklyn,"985 ROCKAWAY AVENUE, BROOKLYN, NY 11212",No,No,No
23K644,Eagle Academy for Young Men II,Secondary School,Brooklyn,"1137 HERKIMER STREET, BROOKLYN, NY 11233",No,No,No
23K647,Metropolitan Diploma Plus High School,High school,Brooklyn,"985 ROCKAWAY AVENUE, BROOKLYN, NY 11212",No,No,No
23K664,Brooklyn Environmental Exploration School (BEES),Junior High-Intermediate-Middle,Brooklyn,"251 Macdougal Street, Brooklyn, NY 11233",No,No,No
23K668,Riverdale Avenue Middle School,Junior High-Intermediate-Middle,Brooklyn,"76 Riverdale Avenue, Brooklyn, NY 11212",No,No,No
23K671,Mott Hall Bridges Academy,Junior High-Intermediate-Middle,Brooklyn,"210 CHESTER STREET, BROOKLYN, NY 11212",No,No,No
23K697,Legacy Leadership High School,High school,Brooklyn,"226 BRISTOL STREET, BROOKLYN, NY 11212",No,No,No
24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Center,Early Childhood,Queens,"109-10 47 AVENUE, QUEENS, NY 11368",No,No,No
24Q081,P.S. 81Q Jean Paul Richter,Elementary,Queens,"559 Cypress Avenue, Queens, NY 11385",No,No,No
24Q236,International High School for Health Sciences,High school,Queens,"48-01 90 STREET, QUEENS, NY 11373",No,No,No
24Q264,Academy of Finance and Enterprise,High school,Queens,"30-20 THOMSON AVENUE, QUEENS, NY 11101",No,No,No
24Q267,High School of Applied Communication,High school,Queens,"30-20 THOMSON AVENUE, QUEENS, NY 11101",No,No,No
24Q293,Civic Leadership Academy,High school,Queens,"45-10 94 Street, Queens, NY 11373",No,No,No
24Q296,Pan American International High School,High school,Queens,"45-10 94 Street, Queens, NY 11373",No,No,No
24Q299,Bard High School Early College Queens,High school,Queens,"30-20 THOMSON AVENUE, QUEENS, NY 11101",No,No,No
24Q305,Learners and Leaders,Elementary,Queens,"378 Seneca Avenue, Queens, NY 11385",No,No,No
24Q331,Mosaic Pre-K Center,District Pre-K Center,Queens,"68-20 Myrtle Avenue, Queens, NY 11385",No,No,No
24Q520,Middle College High School at LaGuardia Community College,High school,Queens,"45-35 VAN DAM STREET, QUEENS, NY 11101",No,No,No
24Q530,International High School at LaGuardia Community College,High school,Queens,"45-35 VAN DAM STREET, QUEENS, NY 11101",No,No,No
24Q550,High School for Arts and Business,High school,Queens,"105-25 Horace Harding Expy N, Queens, NY 11368",No,No,No
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",Secondary School,Queens,"47-07 30 Place, Queens, NY 11101",No,No,No
24Q585,Maspeth High School,High school,Queens,"54-40 74 Street, Queens, NY 11373",No,No,No
24Q600,Queens Technical High School,High school,Queens,"37-02 47 AVENUE, QUEENS, NY 11101",No,No,No
24Q610,Aviation Career & Technical Education High School,High school,Queens,"45-30 36 STREET, QUEENS, NY 11101",No,No,No
24Q744,VOYAGES Preparatory,High school,Queens,"45-10 94 Street, Queens, NY 11373",No,No,No
24Q849,Queens International Secondary School,Secondary School,Queens,"976 Seneca Avenue, Queens, NY 11385",No,No,No
25Q130,P.S. 130,Elementary,Queens,"200-01 42 AVENUE, QUEENS, NY 11361",No,No,No
25Q240,Veritas Academy,High school,Queens,"35-01 UNION STREET, QUEENS, NY 11354",No,No,No
25Q241,Queens High School for Language Studies,High school,Queens,"35-01 UNION STREET, QUEENS, NY 11354",No,No,No
25Q242,P.S. 242 Leonard P. Stavisky Early Childhood School,Early Childhood,Queens,"29-66 137 STREET, QUEENS, NY 11354",No,No,No
25Q244,The Active Learning Elementary School,Early Childhood,Queens,"137-20 FRANKLIN AVENUE, QUEENS, NY 11355",No,No,No
25Q252,"Queens School of Inquiry, The",Secondary School,Queens,"158-40 76 ROAD, QUEENS, NY 11366",No,No,No
25Q263,Flushing International High School,High school,Queens,"144-80 BARCLAY AVENUE, QUEENS, NY 11355",No,No,No
25Q281,East-West School of International Studies,Secondary School,Queens,"46-21 COLDEN STREET, QUEENS, NY 11355",No,No,No
25Q285,World Journalism Preparatory: A College Board School,Secondary School,Queens,"34-65 192 STREET, QUEENS, NY 11358",No,No,No
25Q294,BELL Academy,Junior High-Intermediate-Middle,Queens,"212-03 23 Avenue, Queens, NY 11360",No,No,No
25Q379,College Point Collaborative,Junior High-Intermediate-Middle,Queens,"124-06 14 Avenue, Queens, NY 11356",No,No,No
25Q409,District 25 Pre-K Center,District Pre-K Center,Queens,"14-45 143 Street, Queens, NY 11357",No,No,No
25Q499,"The Queens College School for Math, Science and Technology",K-8,Queens,"148-20 REEVES AVENUE, QUEENS, NY 11367",No,No,No
25Q525,Townsend Harris High School,High school,Queens,"149-11 Melbourne Avenue, Queens, NY 11367",No,No,No
25Q540,Queens Academy High School,High school,Queens,"138-11 35 AVENUE, QUEENS, NY 11354",No,No,No
25Q670,Robert F. Kennedy Community High School,High school,Queens,"75-40 PARSONS BOULEVARD, QUEENS, NY 11366",No,No,No
25Q792,North Queens Community High School,High school,Queens,"141-25 77 Road, Queens, NY 11367",No,No,No
26Q266,P.S./I.S. 266,K-8,Queens,"74-10 COMMONWEALTH BOULEVARD, QUEENS, NY 11426",No,No,No
26Q315,Business Technology Early College High School,High school,Queens,"230-17 HILLSIDE AVENUE, QUEENS, NY 11427",No,No,No
26Q390,The CIVIC School of Bayside Hills,Elementary,Queens,"56-10 214 Street, Queens, NY 11364",No,No,No
26Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",High school,Queens,"74-20 COMMONWEALTH BLVD, QUEENS, NY 11426",No,No,No
27Q051,P.S. 051,Early Childhood,Queens,"87-45 117 STREET, QUEENS, NY 11418",No,No,No
27Q053,M.S. 053 Brian Piccolo,Junior High-Intermediate-Middle,Queens,"10-45 NAMEOKE STREET, QUEENS, NY 11691",No,No,No
27Q056,P.S. 056 Harry Eichler,Elementary,Queens,"86-10 114 STREET, QUEENS, NY 11418",No,No,No
27Q226,J.H.S. 226 Virgil I. Grissom,Junior High-Intermediate-Middle,Queens,"121-10 ROCKAWAY BOULEVARD, QUEENS, NY 11420",No,No,No
27Q260,Frederick Douglass Academy VI High School,High school,Queens,"8-21 BAY 25 STREET, QUEENS, NY 11691",No,No,No
