School Name,State Rank,Total Schools
Saint James Elementary School,828,2445
Schuylerville Elementary School,829,2445
Ps 21 Crispus Attucks,830,2445
Jamesville Elementary School,831,2445
Ps 186 Dr Irving A Gladstone,832,2445
Clara H Carlson School,833,2445
Ps 67 Mohegan School,834,2445
Riverton Street Charter School,835,2445
Menands School,836,2445
Dogwood Elementary School,837,2445
Ps 360,838,2445
Niagara Charter School,839,2445
Letchworth Elementary School,840,2445
Clayton Avenue Elementary School,841,2445
Eastplain School,842,2445
Kensico School,843,2445
Wayne Central Elementary School,844,2445
School Of Creativity And Innovation (The),845,2445
West Elementary School,846,2445
Edmeston Central School,847,2445
Alexandria Central Elementary School,848,2445
Ps 216 Arturo Toscanini,849,2445
Forestville Elementary School,850,2445
Duanesburg Elementary School,851,2445
Charles E Schwarting School,852,2445
Ps 121 Nelson A Rockefeller,853,2445
Tioga Hills Elementary School,854,2445
Ps 200 Benson School,855,2445
Ps 75 Emily Dickinson,856,2445
Wantagh School,857,2445
Imagine Me Leadership Charter School,858,2445
Tooker Avenue School,859,2445
Stonehedge Elementary School,860,2445
Sawmill Intermediate School,861,2445
East Hill School,862,2445
Ps 40 Samuel Huntington,863,2445
Plattekill Elementary School,864,2445
Ps 177 Marlboro (The),865,2445
Summit Lane School,866,2445
Lakeview Elementary School,867,2445
Tamarac Elementary School,868,2445
Craig Elementary School,869,2445
Smithtown Elementary School,870,2445
Beekman School,871,2445
School 21-6,872,2445
Furnace Woods Elementary School,873,2445
Sheafe Road Elementary School,874,2445
KIPP Always Mentally Prepared Charter School,875,2445
Cattaraugus-Little Valley Elementary School,876,2445
Oysterponds Elementary School,877,2445
Ps 153 Maspeth Elementary,878,2445
Ichabod Crane Middle School,879,2445
Klem Road South Elementary School,880,2445
Seaford Harbor School,881,2445
North Park Community School #50,882,2445
Stillwater Elementary School,883,2445
Glenn H Curtiss Memorial School,884,2445
Ps 131,885,2445
Long Lake Central School,886,2445
West Nyack Elementary School,887,2445
Downsville Central School,888,2445
Ps 214 Cadwallader Colden,889,2445
Pulaski Road School,890,2445
Lenox Elementary School,891,2445
Ps 40 George W Carver,892,2445
Children's Lab School (The),893,2445
Forts Ferry School,894,2445
Ps 154 Jonathan D Hyatt,895,2445
Brooklyn Ascend Charter School,896,2445
Ps/Is 210 21st Century Academy,897,2445
Poestenkill Elementary School,898,2445
New American Academy Charter School (The),899,2445
Central Brooklyn Ascend Charter School,900,2445
Great Neck Road Elementary School,901,2445
Southern Cayuga Elementary School,902,2445
Livingston Manor Elementary School,903,2445
Gardner Road Elementary School,904,2445
Saltzman East Memorial Elementary School,905,2445
Professor Juan Bosch Public School,906,2445
Charter School Of Educational Excellence,907,2445
Calvin U Smith Elementary School,908,2445
Ps 58 School Of Heroes (The),909,2445
Seeall Academy (The),910,2445
William B Ward Elementary School,911,2445
Eastport Elementary School,912,2445
Kent Primary School,913,2445
Miller Hill School,914,2445
Wave Preparatory Elementary School,915,2445
New York Mills School,916,2445
Charlotte Avenue Elementary School,917,2445
Saw Mill Road School,918,2445
Ps 2 Alfred Zimberg,919,2445
Ps 175 Lynn Gross Discovery School (The),920,2445
William Lynch School (The),921,2445
Westfield Elementary School,922,2445
Ps 207 Elizabeth G Leary,923,2445
Golden Hill Elementary,924,2445
Ps 139 Alexine A Fenty,925,2445
Ps 153 Helen Keller,926,2445
Friendship Central School,927,2445
East Coldenham Elementary School,928,2445
Davison Avenue Intermediate School,929,2445
Latham Ridge School,930,2445
Ps 175 City Island,931,2445
Fremont Elementary School,932,2445
Highland Elementary School,933,2445
Pave Academy Charter School,934,2445
Woodland Elementary School,935,2445
Ps 115 Daniel Mucatel School,936,2445
David N Dinkins School,937,2445
Ps 86,938,2445
Amistad Dual Language School,939,2445
Westhampton Beach Elementary School,940,2445
McKenna Elementary School,941,2445
Renaissance Charter School 2 (The),942,2445
Liberty Elementary School,943,2445
Mount Markham Elementary School,944,2445
Gardner-Dickinson School,945,2445
Girls Preparatory Charter School Of New York,946,2445
Ps 165 Ida Posner,947,2445
John Kennedy School,948,2445
Ps 70,949,2445
Achievement First East New York Charter School,950,2445
Riverdale Avenue Community School,951,2445
Heuvelton Central School,952,2445
Ps 206 Joseph F Lamb,953,2445
Ps 25 Eubie Blake School,954,2445
Marlboro Elementary School,955,2445
Remsenburg-Speonk Elementary School,956,2445
Christopher Avenue Community School,957,2445
Sackets Harbor Central School,958,2445
Storefront Academy Charter School,959,2445
Old Mill Road School,960,2445
Rogers Middle School,961,2445
Walter B Howard Elementary School,962,2445
Shaker Road Elementary School,963,2445
Uncommon Brownsville South Charter School Nyc,964,2445
Robert R Graves School,965,2445
Leo F Giblyn School,966,2445
Henry Johnson Charter School,967,2445
Arkport Central School,968,2445
Ps 140 Edward K Ellington,969,2445
West Sand Lake Elementary School,970,2445
Boston Valley Elementary School,971,2445
Fishers Island School,972,2445
Bemus Point Elementary School,973,2445
Ps 20 John Bowne,974,2445
Ps 48 Mapleton,975,2445
Ps 235 Janice Marie Knight School,976,2445
John H West School,977,2445
Wenonah School,978,2445
Windham Ashland Central School,979,2445
Belle Sherman School,980,2445
Ember Charter School,981,2445
Cayuga Heights Elementary School,982,2445
Ps 88 S Silverstein Little Sparrow School,983,2445
Plank Road North Elementary School,984,2445
Woodglen Elementary School,985,2445
East Lake Elementary School,986,2445
Noxon Road Elementary School,987,2445
Ps 169 Sunset Park,988,2445
Ps 273,989,2445
Southwestern Elementary School,990,2445
Ps/Is 266,991,2445
Belleville Henderson Central School,992,2445
Central Park East I,993,2445
Girls Preparatory Charter School Of The Bronx,994,2445
Bronx Academy Of Promise Charter School,995,2445
Paddy Hill Elementary School,996,2445
Hebrew Language Academy Charter School,997,2445
Ps 215 Morris H Weiss,998,2445
Samara Community School,999,2445
Walnut Street Elementary School,1000,2445
Ps 84 Jose De Diego,1001,2445
Ps 83 Donald Hertz,1002,2445
Wheeler Elementary School,1003,2445
Alice E Grady Elementary School,1004,2445
East Broadway School,1005,2445
Ps/Is 178 Holliswood,1006,2445
Schlegel Road Elementary School,1007,2445
Tully Elementary School,1008,2445
Wolcott Street School,1009,2445
Bushwick Ascend Charter School,1010,2445
Washington Street School,1011,2445
Sloatsburg Elementary School,1012,2445
Alden Place Elementary School,1013,2445
Ann G McGuinness Elementar School,1014,2445
Traphagen School,1015,2445
William Appleby Elementary School,1016,2445
Big Flats School,1017,2445
Fabius-Pompey Elementary School,1018,2445
Hunter Elementary School,1019,2445
Jefferson Elementary School,1020,2445
Scott M Ellis Elementary School,1021,2445
Brilla Veritas Charter School,1022,2445
Ps 49 Willis Avenue,1023,2445
Austin Road Elementary School,1024,2445
E R Crosby Elementary School,1025,2445
Centre Avenue Elementary School,1026,2445
Edith L Slocum Elementary School,1027,2445
Aquebogue Elementary School,1028,2445
Margaretville Central School,1029,2445
Clymer Central School,1030,2445
Bolivar Road Elementary School,1031,2445
Ps 69 Daniel D Tompkins,1032,2445
East Elementary School,1033,2445
North Collins Elementary School,1034,2445
Flatbush Ascend Charter School,1035,2445
Livonia Elementary School,1036,2445
KIPP Nyc Washington Heights Academy Charter School,1037,2445
Gardiners Avenue School,1038,2445
Northwood Elementary School,1039,2445
Owego Elementary School,1040,2445
Mamaroneck Avenue School,1041,2445
KIPP Bronx Charter School II,1042,2445
Grand Avenue Elementary School,1043,2445
Ps 219 Paul Klapper,1044,2445
Ps 71 Rose E Scala,1045,2445
Red Jacket Elementary School,1046,2445
Ps 45 John Tyler,1047,2445
Bronx Community Charter School,1048,2445
George Washington School,1049,2445
Syracuse Latin School,1050,2445
Quest Elementary School,1051,2445
Wells School,1052,2445
Uncommon Bed-Stuy West Charter School Nyc,1053,2445
New Bridges Elementary,1054,2445
Paideia School 15,1055,2445
Weedsport Elementary School,1056,2445
Howell Road School,1057,2445
Wilson Elementary School,1058,2445
Brooklyn Avenue School,1059,2445
Bronx Charter School For Better Learning II,1060,2445
Ps 192 Magnet School For Math And Science Inquiry (The),1061,2445
Lyme Central School,1062,2445
Vail Farm Elementary School,1063,2445
Ps 160 Walter Francis Bishop,1064,2445
West Street Elementary School,1065,2445
Cherry Road Elementary School,1066,2445
Ps 197 Kings Highway Academy (The),1067,2445
Arrowhead Elementary School,1068,2445
Achievement First Crown Heights Charter School,1069,2445
Ps 107 Thomas A Dooley,1070,2445
Ps 245,1071,2445
Bloomfield Elementary School,1072,2445
Wales Primary School,1073,2445
Michael J Petrides School (The),1074,2445
Naples Elementary School,1075,2445
Lowville Elementary School,1076,2445
Germantown Elementary School,1077,2445
Ps 51 Elias Howe,1078,2445
West Gates Avenue School,1079,2445
Taconic Hills Elementary School,1080,2445
Cottage Lane Elementary School,1081,2445
Petrova Elementary School,1082,2445
Robert H Jackson Elementary School,1083,2445
Yonkers Montessori Academy,1084,2445
Riverside School,1085,2445
Tamarac Elementary School,1086,2445
Thomas Jefferson School,1087,2445
Fort Ann Elementary School,1088,2445
Pine Tree Elementary School,1089,2445
C R Weeks Elementary School,1090,2445
Ps 188 Island School (The),1091,2445
Ps/Middle School 200 Magnet School-Global Studi,1092,2445
McGraw Elementary School,1093,2445
Ps 165 Robert E Simon,1094,2445
Genesee Community Charter School,1095,2445
Lyndonville Elementary School,1096,2445
Merrick Academy-Queens Public Charter School,1097,2445
Bronx Delta School,1098,2445
Boys Preparatory Charter School Of New York,1099,2445
Scio Central School,1100,2445
Ps 62 Chester Park School,1101,2445
J V Forrestal Elementary School,1102,2445
Morristown Central School,1103,2445
Byron-Bergen Elementary School,1104,2445
Glen-Worden Elementary School,1105,2445
East Street School,1106,2445
Explore Excel Charter School,1107,2445
Ps 117 J Keld/Briarwood School,1108,2445
West Buffalo Charter School,1109,2445
Boonville Elementary School,1110,2445
W A Wettel Elementary School,1111,2445
Blue Creek School,1112,2445
Fulmar Road Elementary School,1113,2445
Pinewood Elementary School,1114,2445
Cairo-Durham Elementary School,1115,2445
Bolivar-Richburg Elementary School,1116,2445
West Canada Valley Elementary School,1117,2445
Academy Of The City Charter School,1118,2445
Achievement First Apollo Charter School,1119,2445
Brighter Choice Charter School For Boys,1120,2445
Sherman Elementary School,1121,2445
William E Severn Elementary School,1122,2445
Harry E Elden Elementary School,1123,2445
Achievement First Endeavor Charter School,1124,2445
Churchville Elementary School,1125,2445
Ps 276 Louis Marshall,1126,2445
Ps 15 Roberto Clemente,1127,2445
Myers Corners School,1128,2445
Trumansburg Elementary School,1129,2445
Dos Puentes Elementary School,1130,2445
Ps 17 Henry David Thoreau,1131,2445
Discovery Charter School,1132,2445
Ps 380 John Wayne Elementary,1133,2445
Argyle Elementary School,1134,2445
Birch Lane Elementary School,1135,2445
Ps 60 Woodhaven,1136,2445
Caledonia-Mumford Elementary School,1137,2445
Forest Park Elementary School,1138,2445
Brighter Choice Charter School For Girls,1139,2445
Children's Workshop School (The),1140,2445
Link Elementary School,1141,2445
Coney Island Preparatory Public Charter School,1142,2445
Greenwich Elementary School,1143,2445
Corinth Elementary School,1144,2445
Jack Abrams Stem Magnet School,1145,2445
Pennington School,1146,2445
Ps 54 Hillside,1147,2445
Ps 68,1148,2445
Rosalyn Yalow Charter School,1149,2445
Central Boulevard Elementary School,1150,2445
Southold Elementary School,1151,2445
Ps 56 Harry Eichler,1152,2445
Little Britain Elementary School,1153,2445
Ps 289 George V Brower,1154,2445
Ps 226 Alfred De B Mason,1155,2445
Ps 262 El Hajj Malik El Shabazz Elementary School,1156,2445
Ps 97,1157,2445
Cayuga School,1158,2445
Bronx Charter School For The Arts,1159,2445
Ps 100 Glen Morris,1160,2445
Ps 164 Queens Valley,1161,2445
New Scotland Elementary School,1162,2445
Thomas A Edison Elementary School,1163,2445
Bloomingdale School,1164,2445
Ostrander Elementary School,1165,2445
South Avenue School,1166,2445
Wainscott School,1167,2445
Dewitt Road Elementary School,1168,2445
James S Evans Elementary School,1169,2445
Honeoye Elementary School,1170,2445
Canandaigua Primary-Elementary School,1171,2445
Ps 297 Abraham Stockton,1172,2445
Wyoming Central School,1173,2445
Washington Irving Interm School,1174,2445
Global Community Charter School,1175,2445
Ivy Hill Preparatory Charter School,1176,2445
Queens School For Leadership And Excellence (The),1177,2445
Achievement First Aspire Charter School,1178,2445
Dr Emmett W Bassett School (The),1179,2445
East Hill Elementary School,1180,2445
Ps 217 Colonel David Marcus School,1181,2445
Ps/Is 155 Nicholas Herkimer,1182,2445
S.T.A.R. Leadership Academy,1183,2445
Fairbanks Road Elementary School,1184,2445
Ps 34 John Harvard,1185,2445
Windermere Blvd School,1186,2445
Oakfield-Alabama Elementary School,1187,2445
Ps 279 Herman Schreiber,1188,2445
Ridge Mills Elementary School,1189,2445
Beaver River Elementary School,1190,2445
Fostertown School,1191,2445
Van Cortlandtville School,1192,2445
Mamaroneck Avenue School,1193,2445
Brooklyn Rise Charter School,1194,2445
Ticonderoga Elementary School,1195,2445
Cicero Elementary School,1196,2445
Pine Bush Elementary School,1197,2445
Mayfield Elementary School,1198,2445
Ps/Middle School 498 Van Nest Academy,1199,2445
George Southard Elementary School,1200,2445
Salem Elementary School,1201,2445
Ps/Is 323,1202,2445
Ps 335 Granville T Woods,1203,2445
Accompsett Elementary School,1204,2445
Mannsville Manor Elementary School,1205,2445
Unadilla Elementary School,1206,2445
Deposit Elementary School,1207,2445
Meadow Hill School,1208,2445
Black River School,1209,2445
Ps 889,1210,2445
Cherokee Street Elementary School,1211,2445
Ps 193 Gil Hodges,1212,2445
Florence Brasser School,1213,2445
John F Kennedy Elementary School,1214,2445
New York French-American Charter School,1215,2445
Montgomery Elementary School,1216,2445
Ps 35 Nathaniel Woodhull,1217,2445
Ripley Central School,1218,2445
Harlem Children's Zone Promise Academy II Charter School,1219,2445
J D George Elementary School,1220,2445
Penn Yan Elementary School,1221,2445
Ps 291,1222,2445
Rochester Prep Charter School 1,1223,2445
Ps 111 Adolph S Ochs,1224,2445
Ps 75 School Of Research And Discovery,1225,2445
State Road Elementary School,1226,2445
Daniel Street School,1227,2445
Canisteo-Greenwood Elementary School,1228,2445
Growing Up Green Charter School II,1229,2445
Seneca Street School,1230,2445
Ps 189 Bilingual Center (The),1231,2445
Veeder Elementary School,1232,2445
Lisbon Central School,1233,2445
West Valley Central School,1234,2445
Putnam Central School,1235,2445
Ps 14 Senator John Calandra,1236,2445
Old Country Road School,1237,2445
Jasper-Troupsburg Elementary School,1238,2445
G N Chapman Elementary School,1239,2445
Ps 233 Langston Hughes,1240,2445
Riccardi Elementary School,1241,2445
Harold O Brumsted Elementary School,1242,2445
Access Bronx Charter School,1243,2445
Armor Elementary School,1244,2445
Wood Road Elementary School,1245,2445
Center Street School,1246,2445
Campbell-Savona Elementary School,1247,2445
Stephanie A Vierno School (The),1248,2445
Jackson Avenue School,1249,2445
Growing Up Green Charter School,1250,2445
Ps 60 Alice Austen,1251,2445
Avon Primary School,1252,2445
Pratt Elementary School,1253,2445
Dayton Avenue School,1254,2445
Ps 189,1255,2445
Family Life Academy Charter School II,1256,2445
Stamford Central School,1257,2445
Richard Mann Elementary School,1258,2445
Ps 503 School Of Discovery (The),1259,2445
Jordan-Elbridge Middle School,1260,2445
Greene Intermediate School,1261,2445
Franklinville Elementary School,1262,2445
Stockbridge Valley Central School,1263,2445
Tri-Valley Elementary School,1264,2445
Ps 279 Capt Manuel Rivera Junior,1265,2445
Brocton Elementary School,1266,2445
Rosemarie Ann Siragusa School,1267,2445
Earth School,1268,2445
Berea Elementary School,1269,2445
Bilingual Bicultural School (The),1270,2445
Rhame Avenue Elementary School,1271,2445
Waterford-Halfmoon Elementary School,1272,2445
F P Donnelly School,1273,2445
George Grant Mason Elementary School,1274,2445
Glenwood Elementary School,1275,2445
Ps 9 Sarah Smith Garnet School (The),1276,2445
Cahill School,1277,2445
Memorial Park Elementary School,1278,2445
Myles Elementary School,1279,2445
Brooklyn Dreams Charter School,1280,2445
Guardino Elementary School,1281,2445
Morgan Road Elementary School,1282,2445
Central Valley Elementary School,1283,2445
Newfane Elementary School,1284,2445
Ps 88 Seneca,1285,2445
West Road/D'Aquannis Intermediate School,1286,2445
Ps 18,1287,2445
Hoosick Falls Elementary School,1288,2445
Ps 97 Forest Park,1289,2445
Chenango Forks Elementary School,1290,2445
Ps 209 Margaret Mead,1291,2445
Sacandaga School,1292,2445
Elmwood Village Charter School Days Park,1293,2445
Albany Avenue School,1294,2445
Ps/Is 30 Mary White Ovington,1295,2445
Ps 583,1296,2445
Minoa Elementary School,1297,2445
Ps 65 Raymond York Elementary School (The),1298,2445
Sinclairville Elementary School,1299,2445
Archer Street School,1300,2445
Brownville School,1301,2445
Ernest C Myer School,1302,2445
Wheelerville School,1303,2445
Jefferson Elementary School,1304,2445
Highland Falls Intermediate School,1305,2445
Chester Elementary School,1306,2445
C V Starr Intermediate School,1307,2445
Peru Elementary School,1308,2445
Milford Central School,1309,2445
Amber Charter School Kingsbridge,1310,2445
Woodrow Wilson Elementary School,1311,2445
Burton Street Elementary School,1312,2445
Voice Charter School Of New York,1313,2445
Ps 129 Patricia Larkin,1314,2445
Gorham Elementary School,1315,2445
Reginald Bennett Elementary School,1316,2445
Ps 15 Jackie Robinson,1317,2445
Town Of Webb School,1318,2445
Leo Bernabi School,1319,2445
Shelter Island School,1320,2445
Ps 50 Talfourd Lawn Elementary School,1321,2445
Emma C Chase School,1322,2445
Ps 201 Discovery School For Inquiry And Research (The),1323,2445
Mount Pleasant Elementary School,1324,2445
Brooklyn Excelsior Charter School,1325,2445
Seymour Smith Intermediate Learning Center,1326,2445
Eagle Point Elementary School,1327,2445
Ps 124 Osmond A Church,1328,2445
Colibri Community School (The),1329,2445
Van Buren Elementary School,1330,2445
Brownsville Ascend Charter School,1331,2445
Ps 33 Edward M Funk,1332,2445
E J Russell Elementary School,1333,2445
School Of Math Science And Healthy Living,1334,2445
Ps 135 Sheldon A Brookner,1335,2445
Thomas J Watson Senior Elementary School,1336,2445
Maynard P Wilson Elementary School,1337,2445
Alleghany Avenue School,1338,2445
Ps 180 Hugo Newman,1339,2445
Ps 220 Edward Mandel,1340,2445
Learners And Leaders,1341,2445
Ps 91 Richard Arkwright,1342,2445
Chenango Bridge Elementary School,1343,2445
Alexander Elementary School,1344,2445
Jefferson Elementary School,1345,2445
Ps 197 Ocean School (The),1346,2445
Richard P Connor Elementary School,1347,2445
Jackson Main Elementary School,1348,2445
Achievement First Brownsville Charter School,1349,2445
Ps 136 Roy Wilkins,1350,2445
Barringer Road Elementary School,1351,2445
Sandy Creek Elementary School,1352,2445
Ps 114 Ryder Elementary,1353,2445
Sargent School,1354,2445
Bronx Little School,1355,2445
School 29,1356,2445
Hinsdale Central School,1357,2445
Ps 61 Francisco Oller,1358,2445
George Ross Mackenzie Elementary School,1359,2445
Blasdell Elementary School,1360,2445
Clayton Huey Elementary School,1361,2445
Heritage Heights Elementary School,1362,2445
Titusville Intermediate,1363,2445
Berlin Elementary School,1364,2445
Otisville Elementary School,1365,2445
Ridge Road School,1366,2445
Madill School,1367,2445
Ps 52 Sheepshead Bay,1368,2445
Minetto Elementary School,1369,2445
Our World Neighborhood Charter School 2,1370,2445
Ps 315 Lab School,1371,2445
Ps 103 Hector Fontanez,1372,2445
Indian River Intermediate School,1373,2445
Brookside Elementary School,1374,2445
Evergreen Charter School,1375,2445
Ps 306 Ethan Allen,1376,2445
Cayuga Heights Elementary School,1377,2445
Springs School,1378,2445
Ps 90 Edna Cohen School,1379,2445
Ps 133 Fred R Moore,1380,2445
Manhattan Charter School,1381,2445
Ps 207,1382,2445
Ps 41 Francis White,1383,2445
Ps 76 Bennington School (The),1384,2445
Meadow Elementary School,1385,2445
Hermon-Dekalb Central School,1386,2445
Walden Elementary School,1387,2445
Tremont Elementary School,1388,2445
Post Road School,1389,2445
Terry Taylor Elementary School,1390,2445
Stuart M Townsend Elementary School,1391,2445
Sycamore Avenue Elementary School,1392,2445
Ps 4 Duke Ellington,1393,2445
Brooklyn Charter School (The),1394,2445
Ps 179 Kensington,1395,2445
Ps 159 Isaac Pitkin,1396,2445
Ps 71 Forest,1397,2445
Ps 328 Phyllis Wheatley,1398,2445
Dutch Lane School,1399,2445
Ps 254 Rosa Parks School (The),1400,2445
Waverly Avenue School,1401,2445
Fredonia Elementary School,1402,2445
Perry Elementary School,1403,2445
Canal View Elementary School,1404,2445
Richfield Springs Elementary School,1405,2445
Ps 128 Audubon,1406,2445
Ps 86 Kingsbridge Heights,1407,2445
Ps 151 Lyndon B Johnson,1408,2445
Madrid-Waddington Elementary School,1409,2445
John M Marshall Elementary School,1410,2445
Eugenio Maria De Hostos Microsociety School,1411,2445
Ps 132 Juan Pablo Duarte,1412,2445
Ps 118 Lorraine Hansberry,1413,2445
Oxhead Road School,1414,2445
East Rochester Elementary School,1415,2445
Willow Road School,1416,2445
Bayview Elementary School,1417,2445
Young Voices Academy Of The Bronx,1418,2445
Ps 66,1419,2445
Mechanicville Elementary School,1420,2445
Goshen Intermediate School,1421,2445
Remsen Elementary School,1422,2445
Arthur S May School,1423,2445
Ballard Elementary School,1424,2445
Riley Avenue School,1425,2445
Ps 64 Joseph P Addabbo,1426,2445
Onondaga Road Elementary School,1427,2445
Greater Plains Elementary School,1428,2445
Worcester School,1429,2445
Drexel Avenue School,1430,2445
Woodhull Intermediate School,1431,2445
Ps 89,1432,2445
Morse School,1433,2445
Ps 221 Toussaint L'Ouverture,1434,2445
Global Concepts Charter School,1435,2445
New Windsor School,1436,2445
Van Schaick Island School,1437,2445
Ps 38 George Cromwell,1438,2445
Sherman School,1439,2445
Pine Brook Elementary School,1440,2445
Fall Creek Elementary School,1441,2445
Ps 30 Hernandez/Hughes,1442,2445
Gowanda Elementary School,1443,2445
Centennial Avenue Elementary School,1444,2445
Craig Hill Elementary School,1445,2445
Persistence Preparatory Academy Charter School,1446,2445
Holland Middle School,1447,2445
Bridgeport Elementary School,1448,2445
Nelson Mandela/Dr Hosa Zollicoffer School,1449,2445
Madison Elementary School,1450,2445
Cleveland Hill Elementary School,1451,2445
South Lewis Elementary School,1452,2445
Mount Eden Children's Academy,1453,2445
Moriches Elementary School,1454,2445
Ps 106 Parkchester,1455,2445
Church Street School,1456,2445
Highland Elementary School,1457,2445
Taft Elementary School,1458,2445
Dr Jacqueline Peek-Davis School,1459,2445
Holley Elementary School,1460,2445
Ps 80 Thurgood Marshall Magnet School Of Multimedia (The),1461,2445
John F Kennedy Intermediate School,1462,2445
Deauville Gardens West Elementary School,1463,2445
Viola Elementary School,1464,2445
Benton Hall Academy,1465,2445
Ps 212 Lady Deborah Moody,1466,2445
Merrimac School,1467,2445
Powells Lane School,1468,2445
Montebello Road School,1469,2445
Ps 226,1470,2445
Ps 206 Horace Harding School (The),1471,2445
Ps 26 Jesse Owens,1472,2445
Ps 277,1473,2445
East Main Elementary School,1474,2445
Pawling Elementary School,1475,2445
Cultural Arts Academy Charter School At Spring Creek,1476,2445
Maud S Sherwood Elementary School,1477,2445
Floyd Harwood Elementary School,1478,2445
Marie Curie Institute Of Engineering And Communication,1479,2445
Leep Dual Language Academy Charter School,1480,2445
Columbus Elementary School,1481,2445
Glendale Elementary School,1482,2445
A A Gates Elementary School,1483,2445
William Floyd Elementary School,1484,2445
Rochdale Early Advantage Charter School,1485,2445
Harlem Link Charter School,1486,2445
Ps 232 Lindenwood,1487,2445
Roy Kelley Elementary School,1488,2445
Smith Street Elementary School,1489,2445
Ps 198,1490,2445
Moriah Elementary School,1491,2445
Gordon Parks School (The),1492,2445
Wayland Elementary School,1493,2445
Keeseville Primary School,1494,2445
Fred W Hill School,1495,2445
Mott Haven Academy Charter School,1496,2445
Boyle Road Elementary School,1497,2445
Ps 130 Abram Stevens Hewitt,1498,2445
Northwood Elementary School,1499,2445
Valleyview Elementary School,1500,2445
Gilboa-Conesville Central School,1501,2445
School 21,1502,2445
Challenge Preparatory Charter School,1503,2445
Helen B Duffield Elementary School,1504,2445
Kingsford Park Elementary School,1505,2445
Ps 64 Robert Simon,1506,2445
Ps 156 Laurelton,1507,2445
Maplewood Intermediate School,1508,2445
Brooklyn Arts And Science Elementary School,1509,2445
Ruth C Kinney Elementary School,1510,2445
Parishville-Hopkinton Elementary School,1511,2445
Renaissance Academy Charter School Of The Arts,1512,2445
Bronx Arts And Science Charter School,1513,2445
Paideia School 24,1514,2445
Lake View Campus,1515,2445
Paula Hedbavny School,1516,2445
Southampton Elementary School,1517,2445
La Cima Charter School,1518,2445
Cato-Meridian Elementary School,1519,2445
Willow Ridge Elementary School,1520,2445
Ps 90 Horace Mann,1521,2445
Warsaw Elementary School,1522,2445
Ps 29,1523,2445
Ps 153 Homecrest,1524,2445
Vails Gate Steam Academy,1525,2445
Otselic Valley Central School,1526,2445
Wellsville Elementary School,1527,2445
Harry Hoag School,1528,2445
Bradford Central School,1529,2445
Jermaine L Green Stem Institute Of Queens (The),1530,2445
Roberts Street Middle School,1531,2445
Ps 147 Issac Remsen,1532,2445
Ps 121 Throop,1533,2445
Ps 153 Adam Clayton Powell,1534,2445
Buffalo Academy Of Science Charter School II,1535,2445
Mount Vernon Honor Academy,1536,2445
Howard A Hanlon Elementary School,1537,2445
Ps 23 Carter G Woodson,1538,2445
Whin Music Community Charter School,1539,2445
Durhamville School,1540,2445
Hamilton School,1541,2445
Ps 36 Unionport,1542,2445
Ps/Middle School 280 Mosholu Parkway,1543,2445
KIPP Troy Preparatory Charter School,1544,2445
Cambridge Elementary School,1545,2445
Morris Central School,1546,2445
Roxbury Central School,1547,2445
Silver Creek Elementary School,1548,2445
Ps 63 Author's Academy,1549,2445
Ps 1 Alfred E Smith,1550,2445
Schenevus Central School,1551,2445
Barton Elementary School,1552,2445
James A Farley Elementary School,1553,2445
Pakanasink Elementary School,1554,2445
Aura A Cole Elementary School,1555,2445
Ps 92 Mary McLeod Bethune,1556,2445
Village Elementary School,1557,2445
Brushton Grade School,1558,2445
Discovery School,1559,2445
Ps 151 Mary D Carter,1560,2445
Saranac Elementary School,1561,2445
Karl W Saile Bear Road Elementary School,1562,2445
John F Kennedy School,1563,2445
North Main Street School,1564,2445
Ps 257 John F Hylan,1565,2445
Albertus W Becker School,1566,2445
Equity Project Charter School (The),1567,2445
Walt Disney School,1568,2445
Middleburgh Elementary School,1569,2445
Geraldine J Mann School,1570,2445
North Park Elementary School,1571,2445
Matthew Paterson Elementary School,1572,2445
Hugh R Jones Elementary School,1573,2445
Ps 15 Institute For Environmental Learning,1574,2445
Benjamin Turner Academy,1575,2445
Ps 149 Christa McAuliffe,1576,2445
School For Environmental Citizenship,1577,2445
Charlotte Valley School,1578,2445
Jessie T Zoller Elementary School,1579,2445
North Warren Central School,1580,2445
C Grant Grimshaw School,1581,2445
Springville Elementary School,1582,2445
Leptondale Elementary School,1583,2445
Urban Scholars Community School,1584,2445
Chestnut Ridge Elementary School,1585,2445
Sodus Intermediate School,1586,2445
Ps 161 Crown (The),1587,2445
Tangier Smith Elementary School,1588,2445
Ps 109,1589,2445
Ps 361 East Flatbush Early Childhood School,1590,2445
Ps 299 Thomas Warren Field School,1591,2445
Mary E Dardess Elementary School,1592,2445
Abraham Lincoln Elementary School,1593,2445
N A Walbran Elementary School,1594,2445
Holland Patent Elementary School,1595,2445
Nathaniel Woodhull Elementary School,1596,2445
Soule Road Elementary School,1597,2445
Hyde Leadership Charter School - Brooklyn,1598,2445
Cohen Elementary School,1599,2445
Ps 25 Bilingual School,1600,2445
Harbor View School (The),1601,2445
River East Elementary,1602,2445
Broadalbin-Perth Elementary School,1603,2445
Tioughnioga Riverside Academy,1604,2445
Netherwood School,1605,2445
Young Leaders Elementary School,1606,2445
Horace Mann School,1607,2445
Kent Elementary School,1608,2445
Laurens Central School,1609,2445
Ps 195 William Haberle,1610,2445
New World Preparatory Charter School,1611,2445
Cincinnatus Elementary School,1612,2445
