School Name,State Rank,Total Schools
Romulus Central School,783,1504
Academy For College Prep And Career Exp,784,1504
Valley Central Middle School,785,1504
Capital Preparatory (Cp) Harlem Charter School,786,1504
Saranac Middle School,787,1504
Marcus Whitman Middle School,788,1504
Little Falls Middle School,789,1504
Beaver River Middle School,790,1504
Saugerties Junior High School,791,1504
Owen D Young Central School,792,1504
Pelham Academy Of Academics And Community Engagement,793,1504
Chester Academy-Middle/High School,794,1504
Juan Morel Campos Secondary School,795,1504
Cleveland Hill Middle School,796,1504
Meadow Hill School,797,1504
Ben Franklin Middle School,798,1504
Herbert Hoover Middle School,799,1504
Odessa-Montour Junior/Senior High School,800,1504
Community Voices Middle School,801,1504
Penn Yan Middle School,802,1504
East Rockaway Junior-Senior High School,803,1504
Young Women's Leadership School Of The Bronx,804,1504
Maryvale Middle School,805,1504
Cuba-Rushford Middle School,806,1504
Robert Frost Middle School,807,1504
Brooklyn Excelsior Charter School,808,1504
Queens United Middle School,809,1504
Heuvelton Central School,810,1504
Lewiston Porter Middle School,811,1504
White Plains Middle School,812,1504
School 16,813,1504
Buffalo Academy Of Science Charter School,814,1504
Ps/Is 45 Horace E Greene,815,1504
Sleepy Hollow Middle School,816,1504
Wayland-Cohocton Middle School,817,1504
Is 59 Springfield Gardens,818,1504
New School For Leadership And Journalism (The),819,1504
Esmt-Is 190,820,1504
Junior High School 118 William W Niles,821,1504
Adirondack Middle School,822,1504
School For Global Leaders,823,1504
Pulaski Middle-High School,824,1504
Indian Lake Central School,825,1504
Waterville Junior/Senior High School,826,1504
Owego-Apalachin Middle School,827,1504
Legacy College Preparatory Charter School,828,1504
Dalton-Nunda Middle School,829,1504
Newark Valley Senior High School,830,1504
Union Vale Middle School,831,1504
Broadalbin-Perth Junior-Senior High School,832,1504
Batavia Middle School,833,1504
Sharon Springs Central School,834,1504
Kenmore West Senior High School,835,1504
Whitehall Junior-Senior High School,836,1504
Is 125 Thomas J McCann Woodside,837,1504
Deruyter High School,838,1504
Watkins Glen Central High School,839,1504
North Country Road School,840,1504
Haviland Middle School,841,1504
Madrid-Waddington Junior-Senior High School,842,1504
Horseheads Middle School,843,1504
Livonia Middle/High School,844,1504
Collaborative Arts Middle School,845,1504
Hunter-Tannersville Middle School High School,846,1504
Schalmont Middle School,847,1504
Milford Central School,848,1504
Monroe-Woodbury Middle School,849,1504
Lancaster Middle School,850,1504
Ps/Is 268,851,1504
Beach Street Middle School,852,1504
Ps 279 Capt Manuel Rivera Junior,853,1504
Frederick Douglass Academy V Middle School,854,1504
William H Golding Middle School,855,1504
Clymer Central School,856,1504
Ps 232 Lindenwood,857,1504
Hinsdale Central School,858,1504
C J Hooker Middle School,859,1504
Middleburgh Junior/Senior High School,860,1504
Is 381,861,1504
Edmund W Gordon Brooklyn Laboratory Charter School,862,1504
Village Academy,863,1504
Ebbets Field Middle School,864,1504
East Rochester Junior-Senior High School,865,1504
Sidney Middle School,866,1504
Mott Hall III,867,1504
Ogdensburg Free Academy,868,1504
Whitesville Central School,869,1504
Highland Park Community School,870,1504
Beginning With Children Charter School II,871,1504
Richmond Preparatory Charter School,872,1504
Harlem Prep Charter School,873,1504
Warsaw Middle School,874,1504
Saint Regis Falls Central School,875,1504
Morristown Central School,876,1504
New Lebanon Junior-Senior High School,877,1504
Rochester Prep Charter School 1,878,1504
Udall Road Middle School,879,1504
University Neighborhood Middle School,880,1504
Highland Falls Intermediate School,881,1504
School In The Square Public Charter School,882,1504
Mount Vernon Leadership Academy,883,1504
Explore Exceed Charter School,884,1504
Middle School 297,885,1504
Dansville High School,886,1504
Newfield Middle School,887,1504
Aaron Mossell Junior High School,888,1504
Tamarac Middle School High School,889,1504
Middle School Of Media Law And Fine Arts (The),890,1504
Eugenio Maria De Hostos Microsociety School,891,1504
Merton Williams Middle School,892,1504
Middle School 302 Luisa Dessus Cruz,893,1504
Ps 225 Eileen E Zaglin (The),894,1504
Fort Plain Junior-Senior High School,895,1504
Bolivar-Richburg Junior-Senior High School,896,1504
Is 285 Meyer Levin,897,1504
Genesee Valley Central School,898,1504
Cattaraugus-Little Valley Middle School,899,1504
Robert C Dodson School,900,1504
Shelter Island School,901,1504
School For Inquiry And Social Justice (The),902,1504
Tapestry Charter School,903,1504
Suffern Middle School,904,1504
La Fayette Junior-Senior High School,905,1504
New World Preparatory Charter School,906,1504
East Harlem Scholars Academy Charter School II,907,1504
American Dream Charter School,908,1504
Is 27 Anning S Prall,909,1504
Utica Academy Of Science Charter School,910,1504
Middle School 935,911,1504
Greenport High School,912,1504
Oliver W Winch Middle School,913,1504
Brooklyn Studio Secondary School,914,1504
Kappa,915,1504
Is 51 Edwin Markham,916,1504
Mountain View Campus,917,1504
Tri-Valley Secondary School,918,1504
Alden Middle School,919,1504
Gregory B Jarvis Middle School,920,1504
Holland Patent Middle School,921,1504
Bronx Park Middle School,922,1504
Olean Senior High School,923,1504
Bronx Academy For Multi-Media,924,1504
Pawling Middle School,925,1504
Circleville Middle School,926,1504
Is 232,927,1504
Community Action School-Middle School 258,928,1504
Wellsville Secondary School,929,1504
Carl I Bergerson Middle School,930,1504
Ps/Middle School 280 Mosholu Parkway,931,1504
Seneca Middle School,932,1504
Hamburg Middle School,933,1504
John F Kennedy Middle School,934,1504
Andover School,935,1504
Kappa V (Knowledge And Power Prep Academy),936,1504
Oxford Academy Middle School,937,1504
Hampton Bays Middle School,938,1504
Johnsburg Central School,939,1504
Jennie F Snapp Middle School,940,1504
J Taylor Finley Middle School,941,1504
Ps 181,942,1504
Junior High School 127 Castle Hill (The),943,1504
Junior High School 144 Michelangelo,944,1504
Is 303 Herbert S Eisenberg,945,1504
Waterside School For Leadership,946,1504
Is 145 Joseph Pulitzer,947,1504
Sweet Home Middle School,948,1504
Cohen Middle School,949,1504
Antonia Pantoja Preparatory Academy - A College Board School,950,1504
Hicksville Middle School,951,1504
Community Math And Science Prep,952,1504
Bronx Green Middle School,953,1504
Emerson J Dillon Middle School,954,1504
Chenango Valley Middle School,955,1504
Ps 46 Arthur Tappan,956,1504
Roxboro Road Middle School,957,1504
Tuckahoe School,958,1504
West Prep Academy,959,1504
Fort Green Preparatory Academy,960,1504
Red Creek Middle School,961,1504
Urban Assembly Institute Of Math And Science For Young Women,962,1504
Schroon Lake Central School,963,1504
Sewanhaka High School,964,1504
Temple Hill School,965,1504
Williamson Middle School,966,1504
Chatham Middle School,967,1504
Arkport Central School,968,1504
Is 204 Oliver W Holmes,969,1504
Central Square Middle School,970,1504
West Middle School,971,1504
North Collins Junior-Senior High School,972,1504
Junior High School 292 Margaret S Douglas,973,1504
Junior High School 14 Shell Bank,974,1504
Hermon-Dekalb Central School,975,1504
Tupper Lake Middle-High School,976,1504
Summit Academy Charter School,977,1504
Metropolitan Expeditionary Learning School,978,1504
Tioughnioga Riverside Academy,979,1504
Middle School 180 Dr Daniel Hale Williams,980,1504
Ps 99 Isaac Asimov,981,1504
Cornerstone Academy For Social Action Middle School (Casa),982,1504
Urban Assembly Academy For Future Leaders,983,1504
New Heights Middle School,984,1504
Redwood Middle School,985,1504
Morrisville Middle School High School,986,1504
Stafford Middle School,987,1504
Leaders In Our Neighborhood Charter School,988,1504
Growing Up Green Charter School II,989,1504
Troy Middle School,990,1504
Achievement First Linden Charter School,991,1504
Is 238 Susan B Anthony Academy,992,1504
Spencer-Van Etten Middle School,993,1504
Whin Music Community Charter School,994,1504
Paideia School 15,995,1504
Highland Middle School,996,1504
Rondout Valley Junior High School,997,1504
Eagle Academy For Young Men Of Staten Island (The),998,1504
Ps 76 A Phillip Randolph,999,1504
Elmont Memorial High School,1000,1504
St. Hope Leadership Academy Charter School,1001,1504
Junior High School 217 Robert A Van Wyck,1002,1504
Johnstown High School,1003,1504
Emolior Academy,1004,1504
Elijah Stroud Middle School,1005,1504
Wadleigh Perf And Visual Arts,1006,1504
Persell Middle School,1007,1504
Theodore R Durgee Junior High School,1008,1504
Junior High School 131 Albert Einstein,1009,1504
Bronx Early College Academy For Teaching And Learning,1010,1504
Hadley-Luzerne Junior-Senior High School,1011,1504
Le Roy Junior-Senior High School,1012,1504
William Floyd Middle School,1013,1504
Robert M Finley Middle School,1014,1504
East Middle School,1015,1504
Bronx High School For Medical Science,1016,1504
Buffalo Academy For The Visual & Performing Arts,1017,1504
Discovery School,1018,1504
Middle School 324 Patria Mirabal,1019,1504
Liberty Avenue Middle School,1020,1504
Thomas Jefferson Middle School,1021,1504
Bay Shore Middle School,1022,1504
Falconer Middle/High School,1023,1504
Kenmore East Senior High School,1024,1504
Ps 81,1025,1504
Junior High School 226 Virgil I Grisson,1026,1504
Ps 238 Anne Sullivan,1027,1504
Gilboa-Conesville Central School,1028,1504
Greenville Middle School,1029,1504
Lyncourt School,1030,1504
Bronx Latin School,1031,1504
Griffith Institute Middle School,1032,1504
Sherburne-Earlville Middle School,1033,1504
City College Academy Of The Arts,1034,1504
Bronx School Of Young Leaders (The),1035,1504
East Harlem Scholars Academy Charter School,1036,1504
Gates Chili Middle School,1037,1504
Cohoes Middle School,1038,1504
Avoca Central School,1039,1504
Middle School 247 Dual Language Middle School,1040,1504
Dryden Middle School,1041,1504
Ps 37 Multiple Intelligence School,1042,1504
Ps 18 Park Terrace,1043,1504
Ps 127 Aerospace Science Magnet School,1044,1504
Frankfort-Schuyler Middle School,1045,1504
Crispell Middle School,1046,1504
Is 229 Roland Patterson,1047,1504
Medina Junior-Senior High School,1048,1504
In-Technical Academy (Ms/High School 368),1049,1504
Athena Middle School,1050,1504
Valley Stream North High School,1051,1504
Mechanicville Junior/Senior High School,1052,1504
Quest To Learn,1053,1504
Jefferson Central School,1054,1504
Oneonta Middle School,1055,1504
Catskill Middle School,1056,1504
Norwood-Norfolk Middle School,1057,1504
Dawnwood Middle School,1058,1504
Lasalle Preparatory School,1059,1504
Sodus Junior/Senior High School,1060,1504
North Rose-Wolcott Middle School,1061,1504
Northern Adirondack Middle/High School,1062,1504
Margaretville Central School,1063,1504
Westminster Community Charter School,1064,1504
Corinth Middle School,1065,1504
Eagle Academy For Young Men,1066,1504
Island Park Lincoln Orens Middle School,1067,1504
Draper Middle School,1068,1504
Ps/Is 218 Rafael Hernandez Dual Language Magnet School,1069,1504
Gilbertsville-Mount Upton Junior-Senior High School,1070,1504
Ps 173,1071,1504
Parkside Preparatory Academy,1072,1504
Evergreen Middle School For Urban Exploration,1073,1504
Port Chester Middle School,1074,1504
Is 206 Ann Mersereau,1075,1504
Creston Academy,1076,1504
Is 93 Ridgewood,1077,1504
New Pathways Academy,1078,1504
Anne M Dorner Middle School,1079,1504
Cherry Valley-Springfield Central School,1080,1504
Warrensburg Junior-Senior High School,1081,1504
Ps/Is 157 Benjamin Franklin Heath And Science Academy (The),1082,1504
Senator James H Donovan Middle School,1083,1504
Baychester Middle School,1084,1504
Charlotte Valley School,1085,1504
Is 339,1086,1504
Academy For Young Writers,1087,1504
Hudson Falls Middle School,1088,1504
Urban Assembly Unison School (The),1089,1504
Is 528 Bea Fuller Rodgers School,1090,1504
Lamad Academy Charter School,1091,1504
Sunset Park Prep,1092,1504
Newfane Middle School,1093,1504
East Irondequoit Middle School,1094,1504
Ps 34 Franklin D Roosevelt,1095,1504
Brushton-Moira High School,1096,1504
Oswego Middle School,1097,1504
Democracy Prep Harlem Charter School,1098,1504
Green Technical High Charter School,1099,1504
Ps/Is 116 William C Hughley,1100,1504
Harpursville Junior-Senior High School,1101,1504
Kakiat Elementary School,1102,1504
North Tonawanda Middle School,1103,1504
Middle School 61 Dr Gladstone H Atwell,1104,1504
Lorraine Elementary School,1105,1504
Hamilton Grange Middle School,1106,1504
A D Oliver Middle School,1107,1504
Frederick Douglass Academy VIII Middle School,1108,1504
School 5,1109,1504
Is 584,1110,1504
Afton Junior/Senior High School,1111,1504
Bronx School For Law Government And Justice,1112,1504
Isaac Newton Middle School For Math And Science,1113,1504
Cortland Junior High School,1114,1504
Hyde Leadership Charter School - Brooklyn,1115,1504
Alexander Hamilton High School,1116,1504
Global Concepts Charter School,1117,1504
Seneca Falls Middle School,1118,1504
Lindenhurst Middle School,1119,1504
Ravena-Coeymans-Selkirk Middle School,1120,1504
Bronx Mathematics Preparatory School (The),1121,1504
St Lawrence Middle School,1122,1504
J Watson Bailey Middle School,1123,1504
John F Kennedy Middle School,1124,1504
Candor Junior-Senior High School,1125,1504
Camden Middle School,1126,1504
Middle School 113 Ronald Edmonds Learning Center,1127,1504
Graham School,1128,1504
Catherine & Count Basie Middle School 72,1129,1504
Fulton Junior High School,1130,1504
Roosevelt Children's Academy Charter School,1131,1504
Rombout Middle School,1132,1504
Lyons Community School,1133,1504
Case Middle School,1134,1504
Peru Middle School,1135,1504
Heritage Middle School,1136,1504
Ps 111 Jacob Blackwell,1137,1504
Port Jervis Middle School,1138,1504
Ps 140 Nathan Straus,1139,1504
Altmar-Parish-Williamstown Junior/Senior High School,1140,1504
Evergreen Charter School,1141,1504
Middle School 319 Marie Teresa,1142,1504
Pugsley Preparatory Academy,1143,1504
Lyons Middle School,1144,1504
Ps 161 Pedro Albizu Campos,1145,1504
Schoharie High School,1146,1504
Pelham Gardens Middle School,1147,1504
West Valley Central School,1148,1504
Washingtonville Middle School,1149,1504
Norwich Middle School,1150,1504
Renaissance School Of The Arts,1151,1504
Hostos-Lincoln Academy Of Science,1152,1504
Solvay Middle School,1153,1504
Is 250 Robert F Kennedy Community Middle School (The),1154,1504
School Of The Arts,1155,1504
Lexington Academy (The),1156,1504
Gowanda Middle School,1157,1504
Isaac E Young Middle School,1158,1504
Eugene Brooks Intermediate School,1159,1504
Thomas C Giordano Middle School 45,1160,1504
Cassadaga Valley Middle/High School,1161,1504
Eagle Academy For Young Men III,1162,1504
Belleville Henderson Central School,1163,1504
Dundee Junior-Senior High School,1164,1504
Henry H Wells Middle School,1165,1504
East New York Family Academy,1166,1504
Ps/Middle School 31 William Lloyd Garrison (The),1167,1504
Grimes School,1168,1504
Heatly School,1169,1504
Expeditionary Learning Middle School,1170,1504
Prattsburgh Central School,1171,1504
Bronx Alliance Middle School,1172,1504
Las Hermanas Mirabal Community School,1173,1504
Waterfront Elementary School,1174,1504
Syracuse Academy Of Science Charter School,1175,1504
Red Jacket Middle School,1176,1504
Selden Middle School,1177,1504
Corning-Painted Post Middle School,1178,1504
Ps/Middle School 138 Sunrise,1179,1504
Coxsackie-Athens Middle School,1180,1504
Yonkers Middle School,1181,1504
Dana L Lyon Middle School,1182,1504
Amber Charter School Kingsbridge,1183,1504
School Of The Future Brooklyn,1184,1504
Ps 5 Port Morris,1185,1504
Madiba Prep Middle School,1186,1504
Gouverneur Middle School,1187,1504
Brookfield Central School,1188,1504
Esperanza Preparatory Academy,1189,1504
Oregon Middle School,1190,1504
John W Dodd Middle School,1191,1504
Is 171 Abraham Lincoln,1192,1504
School Of Performing Arts,1193,1504
William S Hackett Middle School,1194,1504
Junior High School 123 James M Kiernan,1195,1504
Inwood Academy For Leadership Charter School,1196,1504
Holley Junior Senior High School,1197,1504
Mott Hall Community School,1198,1504
Cheektowaga Middle School,1199,1504
Is 61 Leonardo Da Vinci,1200,1504
Cesar E Chavez School,1201,1504
Archimedes Academy-Math Sci Technical,1202,1504
Sandy Creek Middle School,1203,1504
Ps/Middle School 29 Melrose School,1204,1504
Brocton Middle High School,1205,1504
Mount Markham Middle School,1206,1504
John F Kennedy Middle School,1207,1504
New Millennium Bronx Academy Of The Arts,1208,1504
Hancock Junior-Senior High School,1209,1504
Academy For Personal Leadership And Excellence,1210,1504
A M Cosgrove Middle School,1211,1504
Ticonderoga Junior-Senior High School,1212,1504
Newark Valley Middle School,1213,1504
Cross Hill Academy,1214,1504
Longwood Junior High School,1215,1504
Saxton Middle School,1216,1504
Ps/Middle School 147 Ronald McNair,1217,1504
Middle School 53 Brian Piccolo,1218,1504
Ps 95 Sheila Mencher,1219,1504
Young Women's Leadership School,1220,1504
Is 364 Gateway,1221,1504
Herkimer High School,1222,1504
Young Women's Leadership Of Staten Island,1223,1504
Addison Middle/High School,1224,1504
Westbury Middle School,1225,1504
Seneca Intermediate School,1226,1504
Angelo Patri Middle School (The),1227,1504
Junior High School 98 Herman Ridder,1228,1504
William Paca Middle School,1229,1504
Elmwood Village Charter School Hertel,1230,1504
College Point Collaborative,1231,1504
Midlakes Middle/High School,1232,1504
Dunkirk Senior High School,1233,1504
Mexico Middle School,1234,1504
Middle School 390,1235,1504
Copiague Middle School,1236,1504
Auburn Junior High School,1237,1504
Joseph F Quinn Intermediate School 77,1238,1504
Leaders Of Tomorrow,1239,1504
Is 61 William A Morris,1240,1504
Roscoe Central School,1241,1504
Taconic Hillsjunior/Senior High School,1242,1504
Islip Middle School,1243,1504
Walton Middle School,1244,1504
South Bronx Preparatory - A College Board School,1245,1504
Rocky Point Middle School,1246,1504
Jordan-Elbridge Middle School,1247,1504
Ps 89 Cypress Hills,1248,1504
South Bronx Early College Academy Charter School,1249,1504
Kenney Middle School,1250,1504
William Boyce Thompson School,1251,1504
International School For Liberal Arts,1252,1504
Wilson Middle/High School,1253,1504
Ps 108 Assemblyman Angelo Del Toro Educational Complex,1254,1504
Ella FitzGerald Academy,1255,1504
Is 49 Berta A Dreyfus,1256,1504
Legacy School Of The Arts,1257,1504
South Bronx Academy For Applied Media,1258,1504
KIPP Technical Valley Charter School,1259,1504
Knickerbacker Middle School,1260,1504
Junior High School 80 Mosholu Parkway (The),1261,1504
Ps 69 Houghton Academy,1262,1504
Charter School For Applied Technologies,1263,1504
Roosevelt Middle School,1264,1504
Rochester Academy Charter School,1265,1504
Lagrange Middle School,1266,1504
Emerson School (The),1267,1504
Madison Central School,1268,1504
Oppenheim-Ephratah-St Johnsville Junior/Senior High School,1269,1504
Is 318 Math Science & Technology Through Arts,1270,1504
Junior High School 218 James P Sinnott,1271,1504
Turtle Hook Middle School,1272,1504
Ps 178 Saint Clair McKelway,1273,1504
Is 68 Isaac Bildersee,1274,1504
Depew Middle School,1275,1504
Buffalo United Charter School,1276,1504
Ps 7 Samuel Stern,1277,1504
Willsboro Central School,1278,1504
Ps/Middle School 20 PO George J Werdan III,1279,1504
Mott Hall V,1280,1504
Ps 206 Jose Celso Barbosa,1281,1504
Benjamin Turner Academy,1282,1504
Geneva Middle School,1283,1504
Silver Creek Middle School,1284,1504
East Bronx Academy For The Future,1285,1504
Mott Hall Charter School,1286,1504
Is 192 Linden (The),1287,1504
South Ocean Middle School,1288,1504
Olean Intermediate-Middle School,1289,1504
Brooklyn Environmental Exploration School (Bees),1290,1504
Bronx Writing Academy,1291,1504
Fannie Lou Hamer Middle School,1292,1504
Family School 32,1293,1504
Arcadia Middle School,1294,1504
Is 349 Math Science And Technology,1295,1504
Middle School 246 Walt Whitman,1296,1504
Frederick Douglass Academy II Secondary School,1297,1504
Ps/Is 323,1298,1504
Highbridge Green School (The),1299,1504
West Middle School,1300,1504
Ps 419,1301,1504
Ps 183 Dr Richard R Green,1302,1504
Ellenville Junior/Senior High School,1303,1504
Ps/Middle School 42 R Vernam,1304,1504
Junior High School 22 Jordan L Mott,1305,1504
Enrico Fermi School For The Performing Arts,1306,1504
Lawrence Middle School At Broadway Campus,1307,1504
Spring Creek Community School,1308,1504
Middle School 322,1309,1504
Southside Academy Charter School,1310,1504
Olympia High School,1311,1504
Center Moriches Middle School,1312,1504
Palmyra-Macedon Middle School,1313,1504
Whitelaw Reid Academy Of Arts And Business,1314,1504
John W Lavelle Preparatory Charter School,1315,1504
Ps 149 Sojourner Truth,1316,1504
Accion Academy,1317,1504
Goldie Maple Academy,1318,1504
Robert Moses Middle School,1319,1504
Southampton Intermediate School,1320,1504
Wheatland-Chili High School,1321,1504
Otto L Shortell Middle School,1322,1504
Ps/Is 384 Frances E Carter,1323,1504
Johnson City Middle School,1324,1504
Is 136 Charles O Dewey,1325,1504
Lawrence Road Middle School,1326,1504
Is 303 Leadership & Community Service,1327,1504
Academy Of Medical Technology - A College Board School,1328,1504
William G Houston Middle School,1329,1504
Ps 180 Hugo Newman,1330,1504
Cecil H Parker School,1331,1504
South Bronx International Middle School,1332,1504
Ps 308 Clara Cardwell,1333,1504
Fieldstone Middle School,1334,1504
Hudson Junior High School,1335,1504
West Hertel Elementary School,1336,1504
Academy Of Public Relations,1337,1504
Young Women's Leadership School Of Brooklyn,1338,1504
South Kortright Central School,1339,1504
Ausable Valley Middle School,1340,1504
Is 254,1341,1504
East New York Middle School Of Excellence,1342,1504
Kenmore Junior-Senior High School,1343,1504
Andries Hudde,1344,1504
South Seneca Middle/High School,1345,1504
Oneida Middle School,1346,1504
Bronx Studio School For Writers And Artists,1347,1504
James Weldon Johnson School,1348,1504
Monhagen Middle School,1349,1504
South Middle School,1350,1504
Community Health Academy Of The Heights,1351,1504
Junior High School 162 Willoughby (The),1352,1504
Frederick Douglass Academy,1353,1504
Henry L Stimson Middle School,1354,1504
Ps 27 Hillery Park Academy,1355,1504
Middletown Twin Towers Middle School,1356,1504
Rensselaer Junior/Senior High School,1357,1504
King Center Charter School,1358,1504
Peekskill Middle School,1359,1504
Middle School 394,1360,1504
Is 219 New Venture School,1361,1504
Ps/Is 224,1362,1504
Hornell Junior-Senior High School,1363,1504
Ralph Reed School,1364,1504
M Clifford Miller Middle School,1365,1504
Restoration Academy,1366,1504
Opportunity Charter School,1367,1504
Is 347 School Of Humanities,1368,1504
Ps 96 Joseph Lanzetta,1369,1504
KIPP Albany Community Charter School,1370,1504
Edward Williams School,1371,1504
Is 313 School Of Leadership Development,1372,1504
North Bronx School Of Empowerment,1373,1504
Onondaga Nation School,1374,1504
Corona Arts And Sciences Academy,1375,1504
James A Green Junior-Senior High School,1376,1504
Ps 43,1377,1504
Reach Academy Charter School,1378,1504
Moriah Junior-Senior High School,1379,1504
Watervliet Junior-Senior High School,1380,1504
Newark Middle School,1381,1504
Lyndon H Strough Middle School,1382,1504
Mlk Junior High Technical & Computer Magnet School,1383,1504
Riverhead Middle School,1384,1504
Dr Susan S McKinney Secondary School Of The Arts,1385,1504
Junior High School 143 Eleanor Roosevelt,1386,1504
Waterloo Middle School,1387,1504
Salamanca High School,1388,1504
Otselic Valley Central School,1389,1504
Eagle Academy For Young Men Of Harlem,1390,1504
Academy Of Health Sciences Charter School,1391,1504
East Middle School,1392,1504
Stephen And Harriet Myers Middle School,1393,1504
Ps 214,1394,1504
Huntington K-8 School,1395,1504
Ps 288 Shirley Tanyhill (The),1396,1504
Bellport Middle School,1397,1504
Mott Hall IV,1398,1504
Ps 123 Mahalia Jackson,1399,1504
Canajoharie Middle School,1400,1504
Urban Assembly School For Applied Math And Science (The),1401,1504
Is 117 Joseph H Wade,1402,1504
International School,1403,1504
Dr A Pantoja Community School Excllnce -#18,1404,1504
East Middle School,1405,1504
Southside Elementary School,1406,1504
Gaskill Preparatory School,1407,1504
Soundview Academy For Culture And Scholarship,1408,1504
Unadilla Valley Secondary School,1409,1504
Young Women's College Prep Charter School,1410,1504
North Middle School,1411,1504
Middle School 301 Paul L Dunbar,1412,1504
West Bronx Academy For The Future,1413,1504
Academy For New Americans,1414,1504
Albany Leadership Charter School For Girls,1415,1504
Liberty Middle School,1416,1504
North Albany Academy Middle School,1417,1504
Central Park Middle School,1418,1504
Urban Assembly Bronx Academy Of Letters (The),1419,1504
Marva J Daniel Futures Preparatory School,1420,1504
Ps 105 Bay School (The),1421,1504
Ernie Davis Academy,1422,1504
Edward Smith K-8 School,1423,1504
Edmund W Miles Middle School,1424,1504
Native American Magnet,1425,1504
University Preparatory Charter School For Young Men,1426,1504
Milton L Olive Middle School,1427,1504
Mott Hall Bridges Academy,1428,1504
Grant Middle School,1429,1504
Riverdale Avenue Middle School,1430,1504
Malone Middle School,1431,1504
Clyde-Savannah Junior High School,1432,1504
Wilbur H Lynch Literacy Academy,1433,1504
West Middle School,1434,1504
Citizenship And Science Academy Of Syracuse Charter School,1435,1504
George Washington Middle School,1436,1504
School 19-Dr Charles T Lunsford,1437,1504
Gloversville Middle School,1438,1504
School 50-Helen Barrett Montgomery,1439,1504
Fallsburg Junior Senior High School,1440,1504
South Middle School,1441,1504
Greenburgh Eleven Middle School,1442,1504
Alverta B Gray Schultz Middle School,1443,1504
School 28-Henry Hudson,1444,1504
Riverside School For Makers And Artists (The),1445,1504
City Knoll Middle School,1446,1504
Dr Richard Izquierdo Health And Science Charter School,1447,1504
Highgate Heights,1448,1504
Odyssey Academy,1449,1504
New Design Middle School,1450,1504
Chestnut Ridge Middle School,1451,1504
Harold O Levy School,1452,1504
Van Siclen Community Middle School,1453,1504
Robert J Kaiser Middle School,1454,1504
Hurlbut W Smith K-8 School,1455,1504
Ps 59 Dr Charles Drew Science Magnet,1456,1504
Lackawanna Middle School,1457,1504
Poughkeepsie Middle School,1458,1504
Buffalo Elementary School Of Technology,1459,1504
Seed Harlem,1460,1504
D'Youville-Porter Campus,1461,1504
Ps 74 Hamlin Park - Claude And Ouida Clapp Academy,1462,1504
School 8-Roberto Clemente,1463,1504
Ps 184 Newport,1464,1504
Junior High School 291 Roland Hayes,1465,1504
Barack Obama School For Social Justice,1466,1504
Eugenio Maria De Hostos Charter School,1467,1504
Enterprise Charter School,1468,1504
Community School #53,1469,1504
Lincoln Middle School,1470,1504
Joseph C Wilson Foundation Academy,1471,1504
Bennett Park Montessori School,1472,1504
Pfc William J Grabiarz #79,1473,1504
Harriet Ross Tubman Academy,1474,1504
East Lower School,1475,1504
School 45-Mary McLeod Bethune,1476,1504
Herman Badillo Bilingual Academy,1477,1504
Pomona Middle School,1478,1504
Lovejoy Discovery School #43,1479,1504
Frank A Sedita School #30,1480,1504
Harvey Austin School #97,1481,1504
Salmon River Middle School,1482,1504
Bilingual Center,1483,1504
Mont Pleasant Middle School,1484,1504
George Junior Republic School,1485,1504
Buffalo Creek Academy Charter School,1486,1504
School 58-World Of Inquiry School,1487,1504
Frazer K-8 School,1488,1504
Martin Luther King Junior #48,1489,1504
Roberts K-8 School,1490,1504
School 5-John Williams,1491,1504
Build Community School,1492,1504
Western New York Maritime Charter School,1493,1504
Clary Middle School,1494,1504
Anna Murray-Douglass Academy,1495,1504
Dr Lydia T Wright School Of Excellence,1496,1504
Brighton Academy,1497,1504
Dr. Alice Holloway Young School Of Excellence,1498,1504
Monroe Lower School,1499,1504
Northwest College Preparatory High School,1500,1504
Franklin Lower School,1501,1504
Syracuse Stem At Blodgett,1502,1504
School 17-Enrico Fermi,1503,1504
Mount Pleasant-Cottage School,1504,1504
