School Name,State Rank,Total Schools
Academy Of Innovative Technology,843,1242
Fallsburg Junior Senior High School,844,1242
Academy For Careers In Television And Film,845,1242
Martin Van Buren High School,846,1242
New Heights Academy Charter School,847,1242
Lincoln High School,848,1242
Charter School Of Educational Excellence,849,1242
Civic Leadership Academy,850,1242
College Academy (The),851,1242
Fordham High School For The Arts,852,1242
Kenmore Junior-Senior High School,853,1242
Geneva High School,854,1242
Bronx High School For The Visual Arts,855,1242
Westchester Square Academy,856,1242
Equality Charter School,857,1242
W H Maxwell Career And Technical Education High School,858,1242
Curtis High School,859,1242
Queens School Of Inquiry (The),860,1242
Edward A Reynolds West Side High School,861,1242
Williamsburg High School Of Art And Technology (The),862,1242
Urban Assembly Maker Academy,863,1242
Union Square Academy For Health Sciences,864,1242
Syracuse Academy Of Science Charter School,865,1242
Bronx High School For Law And Community Service,866,1242
Hannibal High School,867,1242
Clyde-Savannah High School,868,1242
Juan Morel Campos Secondary School,869,1242
Nyc Charter High School - Aeci,870,1242
Jefferson Central School,871,1242
Orchard View Alternative High School,872,1242
Eagle Academy For Young Men,873,1242
Lawrence Senior High School,874,1242
Ralph R McKee Career And Technical Education High School,875,1242
Bronx School For Law Government And Justice,876,1242
United Charter High School For Advanced Math And Science,877,1242
Pathways In Technology Early College High School (P-Tech),878,1242
International High School At Lafayette,879,1242
Gregorio Luperon High School For Science And Mathematics,880,1242
Wadleigh Perf And Visual Arts,881,1242
Queens High School Of Teaching Liberal Arts And Sciences,882,1242
Leonardo Da Vinci High School,883,1242
Salmon River High School,884,1242
High School Of Telecommunication Arts And Technology,885,1242
Gorton High School,886,1242
August Martin High School,887,1242
Democracy Prep Endurance Charter School,888,1242
Knowledge And Power Prep Academy International High School,889,1242
Park Slope Collegiate,890,1242
Cascades High School,891,1242
Astor Collegiate Academy,892,1242
Community Health Academy Of The Heights,893,1242
Pelham Preparatory Academy,894,1242
Leadership & Public Service High School,895,1242
Bronx Bridges High School,896,1242
Belmont Preparatory High School,897,1242
High School For Language And Diplomacy (The),898,1242
Washington Heights Expeditionary Learning School,899,1242
Bronx Collegiate Academy,900,1242
Math Engineering And Science Academy Charter High School,901,1242
John Jay School For Law,902,1242
Odyssey Academy,903,1242
Brooklyn Institute For Liberal Arts,904,1242
Inwood Early College For Health And Information Technologies,905,1242
Theatre Arts Production Company School,906,1242
Challenge Preparatory Charter School,907,1242
Newburgh Free Academy,908,1242
Mott Hall V,909,1242
High School For Law Advocacy And Community Justice,910,1242
Minerva Central School,911,1242
High School Of Hospitality Management,912,1242
Global Concepts Charter School,913,1242
Food And Finance High School,914,1242
Voyages Prep-South Queens,915,1242
Brooklyn Frontiers High School,916,1242
Maxine Greene High School For Imaginative Inquiry (The),917,1242
Bellport Senior High School,918,1242
New Dawn Charter High School,919,1242
International High School For Health Sciences,920,1242
Democracy Preparatory Charter School,921,1242
Achievement First Brownsville Charter School,922,1242
Urban Assembly School Of Design And Construction,923,1242
Bronx Academy For Software Engineering (Base),924,1242
Hempstead High School,925,1242
Herbert H Lehman High School,926,1242
Academy Of Hospitality And Tourism,927,1242
South Brooklyn Community High School,928,1242
Newtown High School,929,1242
Queens High School For Information Research And Technology,930,1242
Hillside Arts & Letters Academy,931,1242
Richmond Hill High School,932,1242
Academy Of Medical Technology - A College Board School,933,1242
Claremont International High School,934,1242
Dunkirk Senior High School,935,1242
Bronx Arena High School,936,1242
John W Lavelle Preparatory Charter School,937,1242
City Polytechnic High School,938,1242
Bushwick Community High School,939,1242
Lackawanna High School,940,1242
Binghamton High School,941,1242
Liberty High School Academy For Newcomers,942,1242
Academy For Software Engineering,943,1242
William E Grady Career And Technical Education High School,944,1242
Jacqueline Kennedy-Onassis High School,945,1242
Channel View School For Research,946,1242
Brooklyn High School For Law And Technology,947,1242
Lower Manhattan Arts Academy,948,1242
Grover Cleveland High School,949,1242
High School For Energy And Technology,950,1242
A-Technical High School,951,1242
Urban Assembly School For Music And Art,952,1242
Professional Pathways High School,953,1242
Mott Haven Community High School,954,1242
Democracy Prep Harlem Charter School,955,1242
Aeci Ii: Nyc Charter High School,956,1242
Watervliet Junior-Senior High School,957,1242
Pace High School,958,1242
Stephen T Mather Building Arts And Craftmanship High School,959,1242
Bronx High School For Medical Science,960,1242
Quest To Learn,961,1242
High School For Media & Communications,962,1242
Amityville Memorial High School,963,1242
Academy Of Urban Planning And Engineering (The),964,1242
Bronx Theatre High School,965,1242
High School For Language And Innovation,966,1242
Hillcrest High School,967,1242
Albany High School,968,1242
Ember Charter School,969,1242
Ramapo High School,970,1242
Harlem Prep Charter School,971,1242
United Charter High School For The Humanities,972,1242
East Brooklyn Community High School,973,1242
Voyages Preparatory,974,1242
Flushing High School,975,1242
High School Of Applied Communications,976,1242
High School For Violin And Dance,977,1242
Sunset Park High School,978,1242
Performing Arts And Technology High School,979,1242
Riverside High School,980,1242
Schenectady High School,981,1242
Thurgood Marshall Academy For Learning & Social Change,982,1242
Mount Vernon High School,983,1242
Epic High School - North,984,1242
Frederick Douglass Academy III Secondary School,985,1242
Urban Assembly-Early Coll High School Emer Md,986,1242
High School For Excellence And Innovation,987,1242
Middle Early College High School,988,1242
High School For Public Service-Heroes Of Tomorrow,989,1242
Amsterdam High School,990,1242
United Charter High School For The Humanities IV,991,1242
Nottingham High School,992,1242
Cyberarts Studio Academy,993,1242
Roosevelt High School,994,1242
Heritage School (The),995,1242
Burgard High School,996,1242
High School For Medical Professions,997,1242
Eagle Academy For Young Men Of Harlem,998,1242
Bronx Compass High School,999,1242
Rochester Academy Charter School,1000,1242
School For Excellence,1001,1242
Bronx Studio School For Writers And Artists,1002,1242
New Dawn Charter High School II,1003,1242
Health Sciences Charter School,1004,1242
Pan American International High School,1005,1242
Greenburgh Eleven High School,1006,1242
Frederick Douglass Academy Vii High School,1007,1242
Eximius College Preparatory Academy: A College Board School,1008,1242
Judith S Kaye School (The),1009,1242
Achievement First Crown Heights Charter School,1010,1242
Nuasin Next Generation Charter School,1011,1242
United Charter High School For Advanced Math And Science III,1012,1242
Hero High School,1013,1242
English Language Learners-Inter Supp,1014,1242
Bronx Latin School,1015,1242
Bronx Early College Academy For Teaching And Learning,1016,1242
Bronx Engineering And Technology Academy,1017,1242
In-Technical Academy (Ms/High School 368),1018,1242
Linnaeus W West School,1019,1242
Brooklyn Lab School,1020,1242
Peekskill High School,1021,1242
Brooklyn Academy High School,1022,1242
Manhattan Academy For Arts And Languages,1023,1242
William Cullen Bryant High School,1024,1242
Barack Obama School For Social Justice,1025,1242
Longwood Preparatory Academy,1026,1242
Tapestry Charter School,1027,1242
Long Island City High School,1028,1242
South Bronx Community Charter High School,1029,1242
Cypress Hills Collegiate Preparatory School,1030,1242
Bronx Community High School,1031,1242
Summit Academy Charter School,1032,1242
Brooklyn Preparatory High School,1033,1242
Alfred E Smith Career And Technical Education High School,1034,1242
High School For Climate Justice (The),1035,1242
Health Opportunities High School,1036,1242
North Queens Community High School,1037,1242
Fordham Leadership Academy,1038,1242
Business Of Sports School,1039,1242
Legacy College Preparatory Charter School,1040,1242
Academy For Young Writers,1041,1242
United Charter High School For The Humanities II,1042,1242
Clara Barton High School,1043,1242
Bronx Envision Academy,1044,1242
Mott Hall High School,1045,1242
Academy-Scholarship & Entrepreneurship,1046,1242
American Dream Charter School,1047,1242
Urban Assembly School For Global Commerce (The),1048,1242
Global Learning Collaborative (The),1049,1242
Esperanza Preparatory Academy,1050,1242
World View High School,1051,1242
Explorations Academy High School,1052,1242
Wyandanch Memorial High School,1053,1242
Epic High School-South,1054,1242
Evergreen Charter School,1055,1242
Validus Preparatory Academy,1056,1242
Eagle Academy For Young Men Of Staten Island (The),1057,1242
Harlem Children's Zone Promise Academy II Charter School,1058,1242
Kingsbridge International High School,1059,1242
Brooklyn Community Arts And Media High School (Bcam),1060,1242
International High School At Union Square,1061,1242
Concord High School,1062,1242
Charter High School For Law And Social Justice,1063,1242
United Charter High School For Advanced Math And Science IV,1064,1242
Albany Leadership Charter School For Girls,1065,1242
Inwood Academy For Leadership Charter School,1066,1242
Academy For Health Careers,1067,1242
International High School At Prospect Heights,1068,1242
High School For Law & Public Service,1069,1242
East Williamsburg Scholars Academy,1070,1242
Liberation Diploma Plus,1071,1242
Bronx Academy Of Health Careers,1072,1242
Archimedes Academy-Math Sci Technical,1073,1242
Cambria Heights Academy,1074,1242
Dreamyard Preparatory School,1075,1242
Brooklyn Collegiate: A College Board School,1076,1242
It Takes A Village Academy,1077,1242
Transit Technical Career And Technical Education High School,1078,1242
Research Laboratory High School-Bioinformatic,1079,1242
Innovation Charter High School,1080,1242
American Sign Language & English Secondary School,1081,1242
High School Of Sports Management,1082,1242
Hudson High School Of Learning Technologies,1083,1242
Antonia Pantoja Preparatory Academy - A College Board School,1084,1242
Vertus Charter School,1085,1242
Emerson School Of Hospitality,1086,1242
New World High School,1087,1242
East Bronx Academy For The Future,1088,1242
Harlem Renaissance High School,1089,1242
Marie Curie High School-Nursing,1090,1242
Bronxdale High School,1091,1242
Cultural Academy For The Arts And Sciences,1092,1242
Urban Assembly Bronx Academy Of Letters (The),1093,1242
Bronx Leadership Academy II High School,1094,1242
Leaders In Our Neighborhood Charter School,1095,1242
Schuylerville Preparatory High School,1096,1242
New Design High School,1097,1242
Brooklyn Community High School For Excellence And Equity,1098,1242
Urban Assembly School For Applied Math And Science (The),1099,1242
Origins High School,1100,1242
Urban Assembly School For Collaborative Healthcare (The),1101,1242
Victory Collegiate High School,1102,1242
Heatly School,1103,1242
Queens Preparatory Academy,1104,1242
Unity Preparatory Charter School Of Brooklyn,1105,1242
South Park High School,1106,1242
East Harlem Scholars Academy Charter School,1107,1242
Young Women's College Prep Charter School,1108,1242
Poughkeepsie High School,1109,1242
Academy For Excellence In Leadership,1110,1242
George Westinghouse Career And Technical Educational High School,1111,1242
Life Academy High School For Film And Music,1112,1242
Cinema School (The),1113,1242
Port Richmond High School,1114,1242
Frederick Douglass Academy VI High School,1115,1242
Brooklyn Ascend Charter School,1116,1242
Bronx Regional High School,1117,1242
Frederick Douglass Academy,1118,1242
School For Human Rights (The),1119,1242
Brooklyn School For Music & Theater,1120,1242
Urban Assembly School Of Business For Young Women,1121,1242
Wings Academy,1122,1242
Crotona International High School,1123,1242
Murry Bergtraum High School For Business Careers,1124,1242
New Directions Secondary School,1125,1242
East New York Family Academy,1126,1242
George Washington Carver High School For The Sciences,1127,1242
Women's Academy Of Excellence,1128,1242
High School For Teaching And The Professions,1129,1242
Urban Assembly School For Green Careers (The),1130,1242
Urban Action Academy,1131,1242
Aspirations Diploma Plus High School,1132,1242
High School For Civil Rights,1133,1242
High School For Health Careers & Sciences,1134,1242
Academy For Conservation And The Environment,1135,1242
East Upper High School,1136,1242
Eagle Academy For Young Men III,1137,1242
Niagara Falls High School,1138,1242
High School Of Arts And Technology,1139,1242
Rochester Prep Charter School 1,1140,1242
Bronx School Of Law And Finance,1141,1242
Careers In Sports High School,1142,1242
Young Women's Leadership School Of Brooklyn,1143,1242
Williamsburg Charter High School,1144,1242
Atlas,1145,1242
Urban Dove Team Charter School II,1146,1242
International Preparatory School (The),1147,1242
High School For Service And Learning At Erasmus,1148,1242
Independence High School,1149,1242
Urban Dove Team Charter School,1150,1242
Uncommon Kings Charter School Nyc,1151,1242
Bronx Haven High School,1152,1242
High School For Enterprise Business & Technology (The),1153,1242
Urban Assembly Institute Of Math And Science For Young Women,1154,1242
Jill Chaifetz Transfer High School,1155,1242
Brooklyn Democracy Academy,1156,1242
Bronx Legacy High School,1157,1242
Dream Charter School East Harlem,1158,1242
Capital Preparatory (Cp) Harlem Charter School,1159,1242
Green Technical High Charter School,1160,1242
High School For Law Enforcement And Public Safety,1161,1242
Bronx Design And Construction Academy,1162,1242
Rockaway Collegiate High School,1163,1242
Gotham Collaborative High School,1164,1242
Dr Susan S McKinney Secondary School Of The Arts,1165,1242
Cobble Hill School Of American Studies,1166,1242
Uncommon Brownsville North Charter School Nyc,1167,1242
Buffalo School Of Culinary Arts And Hospitality Management,1168,1242
KIPP Troy Preparatory Charter School,1169,1242
Brooklyn Theatre Arts High School,1170,1242
School 58-World Of Inquiry School,1171,1242
High School For Youth And Community Development At Erasmus,1172,1242
East New York Arts And Civics High School (The),1173,1242
Spring Creek Community School,1174,1242
School Without Walls,1175,1242
Ebc High School For Public Service-Bushwick,1176,1242
Northside Charter High School,1177,1242
Brooklyn School For Social Justice (The),1178,1242
High School For Global Citizenship (The),1179,1242
Uncommon Bed-Stuy West Charter School Nyc,1180,1242
Pelham Lab High School,1181,1242
Western New York Maritime Charter School,1182,1242
Math Science Technology Preparatory School At 197,1183,1242
Rochester Early College International High School,1184,1242
Bronx Career And College Preparatory High School,1185,1242
Lafayette International School,1186,1242
Brooklyn Emerging Leaders Academy Charter School,1187,1242
Henninger High School,1188,1242
George Junior Republic School,1189,1242
Bronxwood Preparatory Academy (The),1190,1242
Frederick Douglass Academy II Secondary School,1191,1242
Mount Pleasant-Cottage School,1192,1242
Bronx Leadership Academy High School,1193,1242
East Community School,1194,1242
Public Service Leadership Academy At Fowler,1195,1242
Brownsville Academy High School,1196,1242
Boys And Girls High School,1197,1242
Corcoran High School,1198,1242
High School For Innovation In Advertising And Media,1199,1242
Metropolitan Soundview High School (The),1200,1242
Teachers Preparatory High School,1201,1242
Riverside Academy High School,1202,1242
World Academy For Total Community Health High School,1203,1242
Progress High School For Professional Careers,1204,1242
Spring Valley High School,1205,1242
McKinley Vocational High School,1206,1242
Research And Service High School,1207,1242
West Bronx Academy For The Future,1208,1242
Brooklyn Laboratory Charter School,1209,1242
Uncommon Excellence Girls Charter School Nyc,1210,1242
Innovation Diploma Plus,1211,1242
Broome Street Academy Charter High School,1212,1242
Multicultural High School,1213,1242
Fdny-Captain Vernon A Richards High School,1214,1242
Brooklyn High School For Leadership And Community Service,1215,1242
Mott Haven Village Preparatory High School,1216,1242
Urban Assembly School For Media Studies,1217,1242
Eugenio Maria De Hostos Charter School,1218,1242
University Preparatory Charter School For Young Men,1219,1242
Bronx Aerospace High School,1220,1242
Urban Assembly School For The Performing Arts,1221,1242
Khalil Gibran International Academy,1222,1242
Urban Dove Team Charter School IV,1223,1242
Pathways Academy,1224,1242
Bushwick Leaders High School For Academic Excellence,1225,1242
Nelson Mandela High School,1226,1242
School For Classics High School,1227,1242
Joseph C Wilson Magnet High School,1228,1242
James Monroe Upper School,1229,1242
Metropolitan High School (The),1230,1242
Brooklyn Academy Of Global Finance (The),1231,1242
Opportunity Charter School,1232,1242
Rockaway Park High School For Environmental Sustainability,1233,1242
Randolph Academy,1234,1242
Bronx High School Of Business,1235,1242
High School For Contemporary Arts,1236,1242
Franklin Upper School,1237,1242
Edison Career And Technology High School,1238,1242
Northeast College Preparatory High School,1239,1242
Urban Dove Team Charter School III,1240,1242
Academy School,1241,1242
Ontech Charter High School,1242,1242
